Headline,Source,Date,Word Count,Text,Company,Industry,IPO Period,Day of Week,Source Tier,Sentiment,List Price,Market Price,Difference
Alibaba to Set IPO Price Range at $60-$66 A Share,Dow Jones News Service,9/5/2014,417,"Chinese e-commerce giant Alibaba Group Holding Ltd. is expected to set the price range of its initial public offering at $60 to $66 a share, according to a person familiar with the matter, valuing the company at about $160 billion at the ...",Alibaba,Technology,1,6,3,,,,
Alibaba Plans To Raise As Much As $24 Billion In Biggest U.S. IPO Ever,Forbes,9/5/2014,35,,Alibaba,Technology,1,6,1,,,,
"As Alibaba's IPO Approaches, Founder Jack Ma Pens Letter To Potential Investors",Forbes,9/5/2014,37,The influential Alibaba chairman and founder penned a letter to potential investors ahead of the company's record-setting IPO.,Alibaba,Technology,1,6,1,,,,
Alibaba Plans To Raise As Much As $24 Billion In Biggest U.S. IPO Ever Alibaba Plans To Raise As Much As $24 Billion In Biggest U.S. IPO Ever,Forbes,9/5/2014,35,Chinese e-commerce giant will be worth about $163 billion if shares are priced at $66.,Alibaba,Technology,1,6,1,,,,
Alibaba IPO revives 2000 memories,Greenville News,9/5/2014,363,"Britney Spears' Oops! ... I Did It Again was a top album of 2000. Well, it's back to the future on Wall Street, as the bubbling initial public offering market is prompting investors to hope they don't have another 2000-style ""oops"" moment, ...",Alibaba,Technology,1,6,4,,,,
Alibaba Group to start global IPO roadshow next week,Investor's Business Daily,9/5/2014,309,"In the biggest roadshow since Jay-Z went on tour with Beyonce, Chinese e-commerce giant Alibaba Group is expected to storm the world's financial centers next week to sell what could be the biggest U.S. IPO ever.",Alibaba,Technology,1,6,1,,,,
See what Alibaba's IPO means to Sprint's owner,Kansas City Business Journal Online,9/5/2014,276,Chinese e-commerce company Alibaba Group Ltd. revealed on Friday its target price for what's being billed as the biggest IPO in history. The move also puts a firmer value on stock held by its biggest shareholder: Sprint Corp. owner SoftBank ...,Alibaba,Technology,1,6,4,,,,
Alibaba to set IPO price range at $60 to $66 a share,MarketWatch,9/5/2014,222,"Chinese e-commerce giant Alibaba Group Holding Ltd. is expected to set the price range of its initial public offering at $60 to $66 a share, according to a person familiar with the matter, valuing the company at about $160 billion at the ...",Alibaba,Technology,1,6,1,,,,
Alibaba IPO revives 2000 memories,News-Press,9/5/2014,363,"Britney Spears' Oops! ... I Did It Again was a top album of 2000. Well, it's back to the future on Wall Street, as the bubbling initial public offering market is prompting investors to hope they don't have another 2000-style ""oops"" moment, ...",Alibaba,Technology,1,6,4,,,,
Alibaba IPO revives 2000 memories,Pensacola News Journal,9/5/2014,363,"Britney Spears' Oops! ... I Did It Again was a top album of 2000. Well, it's back to the future on Wall Street, as the bubbling initial public offering market is prompting investors to hope they don't have another 2000-style ""oops"" moment, ...",Alibaba,Technology,1,6,4,,,,
Alibaba IPO revives 2000 memories Alibaba IPO revives 2000 memories,Poughkeepsie Journal,9/5/2014,365,"Britney Spears' Oops! ... I Did It Again was a top album of 2000. Well, it's back to the future on Wall Street, as the bubbling initial public offering market is prompting investors to hope they don't have another 2000-style ""oops"" moment, ...",Alibaba,Technology,1,6,4,,,,
Alibaba Group Holding Ltd sees IPO price between $60.00 and $66.00 per ADS - Form F-1/A,Reuters,9/5/2014,144,"Date Announced: 20140905 Alibaba Group Holding Ltd:Says they are offering 123,076,931 American Depositary Shares, or ADSs.Expect initial public offering price of the ADSs will be between $60.00 and $66.00 per ADS.Says it will not receive any ...",Alibaba,Technology,1,6,1,,,,
Alibaba To Price IPO In The Range Of $60 To $66 A Share,RTT News,9/5/2014,326,Alibaba Group Holding Ltd in a regulatory filing Friday said it expects to set the price range of its initial public offering at $60 to $66 per American depositary share.,Alibaba,Technology,1,6,2,,,,
"Alibaba sets IPO target at $60-$66, expects to raise up to $24B",Silicon Valley/San Jose Business Journal,9/5/2014,397,"Chinese e-commerce giant Alibaba Group Holding set the stage for what could be the biggest IPO in history, setting price targets that would raise about $24 billion.",Alibaba,Technology,1,6,2,,,,
Alibaba IPO revives 2000 memories,"The Journal News (White Plains, NY)",9/5/2014,363,"Britney Spears' Oops! ... I Did It Again was a top album of 2000. Well, it's back to the future on Wall Street, as the bubbling initial public offering market is prompting investors to hope they don't have another 2000-style ""oops"" moment, ...",Alibaba,Technology,1,6,4,,,,
Alibaba IPO revives 2000 memories Alibaba IPO revives 2000 memories Alibaba IPO revives 2000 memories Alibaba IPO revives 2000 memories Alibaba IPO revives 2000 memories Alibaba IPO revives 2000 memories,The News Journal,9/5/2014,363,"Britney Spears' Oops! ... I Did It Again was a top album of 2000. Well, it's back to the future on Wall Street, as the bubbling initial public offering market is prompting investors to hope they don't have another 2000-style ""oops"" moment,",Alibaba,Technology,1,6,4,,,,
"Alibaba IPO to heat up market for Box, Lending Club Alibaba IPO to heat up market for Box, Lending Club",The Oakland Tribune,9/5/2014,1242,"When Chinese Internet behemoth Alibaba goes public as expected later this month, the oversize IPO will be a litmus test of the stock market's appetite for tech stocks and influence how Silicon Valley companies such as Box and Lending Club ...",Alibaba,Technology,1,6,4,,,,
"Alibaba IPO Will Have 'Friends and Family' Share Program; Plan, Popular During Dot.com Boom, Allows Some to Buy Shares Before the Stock...",The Wall Street Journal,9/5/2014,836,"Alibaba Group Holding Ltd. is planning to let employees and other people close to the Chinese e-commerce buy some shares in its impending initial public offering, people familiar with the matter said.",Alibaba,Technology,1,6,1,,,,
Alibaba IPO Price Should Save Face Alibaba IPO Price Should Save Face,The Wall Street Journal,9/5/2014,307,"Alibaba Group Holding isn't rushing to grab the treasure. The Chinese e-commerce giant on Friday unveiled a price range for its U.S. initial public offering of $60 to $66 a share. At the midpoint, this would value it at about $162 billion, ...",Alibaba,Technology,1,6,1,,,,
Alibaba Targets $155 Billion Value in IPO; Chinese E-Commerce Giant Sets Its Expected Per-Share Price Range at $60 to $66,The Wall Street Journal,9/5/2014,1362,"Alibaba Group Holding Ltd. unveiled plans for an initial public offering that values the company at $155 billion, which would instantly make it one of the largest listed in the U.S. and mark one of the biggest stock-market debuts ever.",Alibaba,Technology,1,6,1,,,,
"Alibaba IPO revives 2000 memories ; Offerings set pace that rivals heady, scary times",USA Today,9/5/2014,380,"Britney Spears' Oops! I Did It Again was a top album of 2000. Well, it's back to the future on Wall Street, as the bubbling initial public offering market is prompting investors to hope they don't have another 2000-style ""oops"" moment, too.",Alibaba,Technology,1,6,1,,,,
ALIBABA AIMS FOR IPO RECORD $24.3 BILLION,Augusta Chronicle,9/6/2014,310,"Alibaba Group Holding has set the price range for its initial public offering between $60 and $66 a share, and hopes to raise a record-shattering $24.3 billion in what would be the biggest IPO ever.",Alibaba,Technology,1,7,4,,,,
Alibaba expects $20B in IPO,Greenville News,9/6/2014,433,"The Chinese Internet company Alibaba disclosed terms of its massive upcoming IPO, putting the wheels in motion ahead of its ""roadshow"" next week to woo investors in a deal likely to start trading in about two weeks.",Alibaba,Technology,1,7,4,,,,
Alibaba expects $20B in IPO,Journal & Courier,9/6/2014,321,"The Chinese Internet company Alibaba disclosed terms of its massive upcoming IPO, putting the wheels in motion ahead of its ""roadshow"" next week to woo investors in a deal likely to start trading in about two weeks.",Alibaba,Technology,1,7,4,,,,
Alibaba aims to raise $24.3B in IPO,Longview News-Journal,9/6/2014,142,"SAN FRANCISCO É?? China's Alibaba Group is seeking to raise up to $24.3 billion in its upcoming IPO, an amount that would be the most ever raised by a company heading into its stock market debut.",Alibaba,Technology,1,7,4,,,,
Alibaba aiming for $24.3-billion IPO,Los Angeles Times,9/6/2014,660,Alibaba Group Holding has set the price range of its initial public stock offering at $60 to $66 a share and hopes to raise a record-shattering $24.3 billion in what would be the biggest IPO ever.,Alibaba,Technology,1,7,1,,,,
5 risks Alibaba IPO investors should know about,MarketWatch,9/6/2014,182,"MARKETWATCH FRONT PAGE After the initial euphoria wears off, concerns over valuation and growth will set in, writes Jeff Reeves. How two days as a car salesman made me a smarter car buyer",Alibaba,Technology,1,7,1,,,,
Alibaba expects $20B in IPO,News-Press,9/6/2014,433,"The Chinese Internet company Alibaba disclosed terms of its massive upcoming IPO, putting the wheels in motion ahead of its ""roadshow"" next week to woo investors in a deal likely to start trading in about two weeks.",Alibaba,Technology,1,7,4,,,,
"AT $24.3 BILLION, ALIBABA'S IPO COULD SET RECORD",San Jose Mercury News,9/6/2014,1262,"When Chinese Internet behemoth Alibaba goes public as expected later this month, the oversize IPO will be a litmus test of the stock market's appetite for tech stocks and will influence how Silicon Valley companies such as Box and Lending ...",Alibaba,Technology,1,7,2,,,,
Alibaba expects $20B from IPO,The Burlington Free Press,9/6/2014,467,"Alibaba operates everything from behind-the-scenes, business-to-business e-commerce capabilities to retail services. The Chinese Internet company Alibaba disclosed terms of its massive upcoming IPO, putting the wheels in motion ahead of its ...",Alibaba,Technology,1,7,4,,,,
Alibaba expects $20B in IPO Alibaba expects $20B in IPO Alibaba expects $20B from IPO Alibaba expects $20B in IPO Alibaba expects $20B in IPO Alibaba expects $20B in IPO Alibaba expects $20B in IPO Alibaba expects $20B in IPO Alibaba expects $20B in IPO Alibaba expects $20B in IPO Alibaba expects $20B in IPO Alibaba expects $20B in IPO Alibaba expects $20B in IPO Alibaba expects $20B in IPO,The Des Moines Register,9/6/2014,435,"The Chinese Internet company Alibaba disclosed terms of its massive upcoming IPO, putting the wheels in motion ahead of its ""roadshow"" next week to woo investors in a deal likely to start trading in about two weeks.",Alibaba,Technology,1,7,4,,,,
Alibaba expects $20B in IPO,"The Journal News (White Plains, NY)",9/6/2014,433,"The Chinese Internet company Alibaba disclosed terms of its massive upcoming IPO, putting the wheels in motion ahead of its ""roadshow"" next week to woo investors in a deal likely to start trading in about two weeks.",Alibaba,Technology,1,7,4,,,,
Alibaba expects $20B in IPO Alibaba expects $20B in IPO Alibaba expects $20B in IPO Alibaba expects $20B in IPO Alibaba expects $20B in IPO,The News Journal,9/6/2014,432,"The Chinese Internet company Alibaba disclosed terms of its massive upcoming IPO, putting the wheels in motion ahead of its ""roadshow"" next week to woo investors in a deal likely to start trading in about two weeks.",Alibaba,Technology,1,7,4,,,,
Alibaba Group to set IPO mark with $24B bow,The Oregonian,9/6/2014,450,"Alibaba Group to set IPO mark with $24B bow China's Alibaba Group is seeking to raise up to $24.3 billion in its upcoming IPO, an amount that would be the most ever raised by a company heading into its stock market debut.",Alibaba,Technology,1,7,4,,,,
Alibaba is seeking $24.3B in IPO,The Seattle Times,9/6/2014,373,"SAN FRANCISCO É?? China's Alibaba Group is seeking to raise up to $24.3 billion in its upcoming IPO, an amount that would be the most ever raised by a company heading into its stock-market debut.",Alibaba,Technology,1,7,2,,,,
Alibaba IPO Price Should Save Face,The Wall Street Journal,9/6/2014,322,,Alibaba,Technology,1,7,1,,,,
Alibaba seeking $21 billion in IPO Family Dollar spurnsDollar General again,The Washington Post,9/6/2014,1004,Alibaba Group Holding seeks to raise more than $21 billion in an IPO that will value the Chinese e-commerce giant at up to $163 billion and rank as the largest technology debut in the United States.,Alibaba,Technology,1,7,1,,,,
"U.S. Retail sales and labor data to watch this week, Alibaba prepares for IPO",ICN.com Financial Markets,9/7/2014,522,"Next week`s economic agenda will be light, which will alow investors to contemplate last week`s European Central Bank`s announcements and U.S. data ahead of major events in the following week, including the Federal Reserve`s monetary policy ...",Alibaba,Technology,1,1,4,,,,
Alibaba Takes IPO Sales Pitch on the Road Alibaba Takes IPO Sales Pitch on Tour,The Wall Street Journal,9/7/2014,924,"Now the hard sell begins. Alibaba Group Holding Ltd. and its bankers have been talking with investors about the Chinese e-commerce giant's potentially $24 billion initial public offering for over a year. But this week, as they begin the ...",Alibaba,Technology,1,1,1,,,,
"Alibaba sets IPO target at $60-$66, expects to raise up to $24B Alibaba sets IPO target at $60-$66, expects to raise up to $24B",Albany Business Review Online,9/8/2014,428,"Chinese e-commerce giant Alibaba Group Holding set the stage for what could be the biggest IPO in history, setting price targets that would raise about $24 billion.",Alibaba,Technology,1,2,4,,,,
Alibaba IPO Could Fuel Acquisitions of U.S. Startups,CFO.com,9/8/2014,395,"As the Chinese e-commerce giant embarks on its roadshow, speculation begins over what it will do with the $21 billion in capital it could raise.",Alibaba,Technology,1,2,2,,,,
MONDAY MOVERS; ALIBABA PLANNINGLARGEST IPO EVER,Chicago Sun-Times,9/8/2014,1989,"New Dollar General bid nixed Family Dollar is rejecting Dollar General's latest acquisition offer, and Dollar Tree says it will now divest as many stores as needed to get antitrust clearance for its deal to buy Family Dollar.",Alibaba,Technology,1,2,2,,,,
Alibaba's IPO likely one for the record books,China Daily-US Edition,9/8/2014,657,"Alibaba Group Holding Ltd, the e-commerce company whose fortunes have surged along with China's economy, plans a US initial public offering that may also claim the global record.",Alibaba,Technology,1,2,4,,,,
"For Yahoo, Alibaba IPO means shot at the top again",Gannett News Service,9/8/2014,1033,"Mike Snider, USA TODAY Alibaba's initial public offering, expected later this month, could be a case of ""open sesame"" for Yahoo, which has a minority stake in the Chinese e-commerce giant.",Alibaba,Technology,1,2,3,,,,
Alibaba IPO Price Range Said To Be Too Conservative,Investor's Business Daily,9/8/2014,435,"Alibaba Group's expected price range for its heralded U.S. IPO is too low, says an analyst who set his price target far higher. China's No. 1 e-commerce company has set an expected price range of 60 to 66 for its upcoming U.S. IPO, which at ...",Alibaba,Technology,1,2,1,,,,
"Stock Futures Down, But Not Far; Alibaba Sets IPO Price Range",Investor's Business Daily,9/8/2014,437,"Stock futures sagged ahead of Monday's open, with currency action and company news being the most apparent influences. Dow futures hung 37.4 points below fair market value. Nasdaq 100 futures were down 6.3 points, and S&P 500 futures ...",Alibaba,Technology,1,2,1,,,,
"5 risks Alibaba IPO investors should know about; After the initial euphoria wears off, concerns over valuation and growth will set in",MarketWatch,9/8/2014,1163,"After the initial euphoria wears off, concerns over valuation and growth will set in Alibaba is about to hold an IPO for the record books, as the Chinese Internet retailer expects to offer 320.1 million American depositary shares in New ...",Alibaba,Technology,1,2,1,,,,
"Five things to start the day: Alibaba IPO, GE and Electrolux, ice bucket windfall",Tampa Bay Business Journal Online,9/8/2014,296,"Alibaba, a Chinese e-commerce company, may have the largest initial public offering of all time. The company submitted a regulatory filing saying it plans to price its shares between $60 and $66 meaning the company could raise $24.3 billion ...",Alibaba,Technology,1,2,4,,,,
Alibaba IPO Will End Enchantment With Yahoo,The Wall Street Journal,9/8/2014,561,"Yahoo is on a magic carpet ride. But it is held aloft by the soon-to-be-shifting winds of Alibaba Group Holding. Yahoo's shares have more than doubled over the past two years, even as its revenue has fallen. Carrying it higher has been its ...",Alibaba,Technology,1,2,1,,,,
Alibaba Founder Says China Remains Focus; Jack Ma Seeks to Allay Concerns at IPO Marketing Event in New York WSJ.D Technology: Alibaba Takes $24 Billion IPO on the Road,The Wall Street Journal,9/8/2014,733,Alibaba Group Holding Ltd. founder Jack Ma on Monday sought to allay concerns about the company's structure and expansion strategy amid a push to convince investors to buy shares in its potentially $24 billion initial public offering.,Alibaba,Technology,1,2,1,,,,
Alibaba Takes IPO Sales Pitch on Tour,The Wall Street Journal,9/8/2014,827,,Alibaba,Technology,1,2,1,,,,
"Alibaba sets IPO target at $60-$66, expects to raise up to $24B",Triangle Business Journal Online,9/8/2014,350,,Alibaba,Technology,1,2,4,,,,
Alibaba takes 'road show' to three continents ; Tech's largest-ever IPO woos investors globally,USA Today,9/8/2014,502,"If you're going to try to execute the largest technology IPO ever, you have to go global. And, based on first reports of the marketing plan for Alibaba's initial offering of public stock, that's exactly what China's dominant e-commerce ...",Alibaba,Technology,1,2,1,,,,
"For Yahoo, Alibaba IPO means shot at top again",Argus Leader,9/9/2014,438,,Alibaba,Technology,1,3,4,,,,
"For Yahoo, Alibaba IPO means shot at top again",Asbury Park Press,9/9/2014,438,,Alibaba,Technology,1,3,4,,,,
Alibaba kicks off IPO global roadshow in NY,China Daily-US Edition,9/9/2014,719,Founder meets with hundreds of investors at Waldorf Astoria China's e-commerce giant Alibaba Group on Monday kicked off its 10-day international roadshow to pitch investors prior to its expected record-breaking initial public offering (IPO) ...,Alibaba,Technology,1,3,4,,,,
"For Yahoo, Alibaba IPO means shot at top again",Clarion-Ledger,9/9/2014,435,,Alibaba,Technology,1,3,4,,,,
"For Yahoo, Alibaba IPO means shot at top again",Courier-Post,9/9/2014,435,,Alibaba,Technology,1,3,4,,,,
"For Yahoo, Alibaba IPO means shot at top again",Democrat & Chronicle,9/9/2014,438,,Alibaba,Technology,1,3,4,,,,
"For Yahoo, Alibaba IPO means shot at top again",Florida Today,9/9/2014,438,,Alibaba,Technology,1,3,4,,,,
"For Yahoo, Alibaba IPO means shot at top again",Fort Collins Coloradoan,9/9/2014,435,,Alibaba,Technology,1,3,4,,,,
"For Yahoo, Alibaba IPO means shot at top again",Greenville News,9/9/2014,435,,Alibaba,Technology,1,3,4,,,,
Alibaba talks corporate governance to potential IPO investors,HedgeWorld News,9/9/2014,923,"NEW YORK (Reuters)É??Alibaba Group Holding Ltd. founder Jack Ma on Monday [Sept. 8] surprised potential investors at a standing-room only event in New York by addressing governance concerns over the Chinese e-commerce giant, including a ...",Alibaba,Technology,1,3,4,,,,
"For Yahoo, Alibaba IPO means shot at top again",Journal & Courier,9/9/2014,282,"Alibaba's initial public offering, expected later this month, could be a case of ""open sesame"" for Yahoo, which has a minority stake in the Chinese e-commerce giant.",Alibaba,Technology,1,3,4,,,,
"Alibaba IPO: Is it too late to get rich with Jack Ma? While Alibaba might need a letter of introduction to U.S. investors, it needs none in...",MarketWatch,9/9/2014,991,"While Alibaba might need a letter of introduction to U.S. investors, it needs none in Hong Kong, where the company's previous listing proved to be a wash for most shareholders, writes Craig Stephen.",Alibaba,Technology,1,3,1,,,,
"For Yahoo, Alibaba IPO means shot at top again",News-Leader,9/9/2014,438,,Alibaba,Technology,1,3,4,,,,
"For Yahoo, Alibaba IPO means shot at top again",News-Press,9/9/2014,436,"Alibaba's initial public offering, expected later this month, could be a case of ""open sesame"" for Yahoo, which has a minority stake in the Chinese e-commerce giant.",Alibaba,Technology,1,3,4,,,,
"For Yahoo, Alibaba IPO means shot at top again",Pensacola News Journal,9/9/2014,438,,Alibaba,Technology,1,3,4,,,,
"For Yahoo, Alibaba IPO means shot at top again",Poughkeepsie Journal,9/9/2014,438,,Alibaba,Technology,1,3,4,,,,
"For Yahoo, Alibaba IPO means shot at top again",Reno Gazette-Journal,9/9/2014,435,,Alibaba,Technology,1,3,4,,,,
"For Yahoo, Alibaba IPO means shot at top again",St. Cloud Times,9/9/2014,438,,Alibaba,Technology,1,3,4,,,,
"For Yahoo, Alibaba IPO means shot at top again",Statesman Journal,9/9/2014,438,,Alibaba,Technology,1,3,4,,,,
"For Yahoo, Alibaba IPO means shot at top again",The Courier-Journal,9/9/2014,435,,Alibaba,Technology,1,3,4,,,,
"For Yahoo, Alibaba IPO means shot at top again",The Daily Advertiser,9/9/2014,438,,Alibaba,Technology,1,3,4,,,,
"For Yahoo, Alibaba IPO means shot at top again",The Des Moines Register,9/9/2014,438,,Alibaba,Technology,1,3,4,,,,
"For Yahoo, Alibaba IPO means shot at top again For Yahoo, Alibaba IPO means shot at top again For Yahoo, Alibaba IPO means shot at top again For Yahoo, Alibaba IPO means shot at top again For Yahoo, Alibaba IPO means shot at top again For Yahoo, Alibaba IPO means shot at top again For Yahoo, Alibaba IPO means shot at top again For Yahoo, Alibaba IPO means shot at top again For Yahoo, Alibaba IPO means shot at top again For Yahoo, Alibaba IPO means shot at top again Alibaba IPO could be Yahoo's first-class ticket For Yahoo, Alibaba IPO means shot at top again For Yahoo, Alibaba IPO means shot at top again For Yahoo, Alibaba IPO means shot at top again",The Des Moines Register,9/9/2014,438,"Alibaba's initial public offering, expected later this month, could be a case of ""open sesame"" for Yahoo, which has a minority stake in the Chinese e-commerce giant.",Alibaba,Technology,1,3,4,,,,
"For Yahoo, Alibaba IPO means shot at top again","The Journal News (White Plains, NY)",9/9/2014,436,"Alibaba's initial public offering, expected later this month, could be a case of ""open sesame"" for Yahoo, which has a minority stake in the Chinese e-commerce giant.",Alibaba,Technology,1,3,4,,,,
"For Yahoo, Alibaba IPO means shot at top again For Yahoo, Alibaba IPO means shot at top again For Yahoo, Alibaba IPO means shot at top again For Yahoo, Alibaba IPO means shot at top again For Yahoo, Alibaba IPO means shot at top again For Yahoo, Alibaba IPO means shot at top again For Yahoo, Alibaba IPO means shot at top again",The News Journal,9/9/2014,435,"Alibaba's initial public offering, expected later this month, could be a case of ""open sesame"" for Yahoo, which has a minority stake in the Chinese e-commerce giant.",Alibaba,Technology,1,3,4,,,,
Alibaba Takes $24 Billion IPO on the Road,The Wall Street Journal,9/9/2014,730,,Alibaba,Technology,1,3,1,,,,
Alibaba IPO could be Yahoo's first-class ticket,USA Today,9/9/2014,441,,Alibaba,Technology,1,3,1,,,,
"Alibaba hits IPO targets after meetings in New York and Boston, report says",Albany Business Review Online,9/10/2014,276,,Alibaba,Technology,1,4,4,,,,
Cash In on Alibaba IPO With Yahoo Options,Barron's,9/10/2014,597,"For the average investor, getting a piece of Alibaba's initial public offering is as likely as winning the lottery. The underwriters of the Chinese e-commerce giant's (ticker: BABA) IPO will allocate shares to institutional customers who ...",Alibaba,Technology,1,4,1,,,,
"Alibaba hits IPO targets after Boston, N.Y. meetings, report says Alibaba hits IPO targets after meetings in New York and Boston, report says",Silicon Valley/San Jose Business Journal,9/10/2014,296,"Just two days into a 10-day international road show, Alibaba reportedly already has enough money committed to hit its IPO targets. Meetings with investors in New York and Boston brought enough promises to buy the Chinese Internet giant's ...",Alibaba,Technology,1,4,2,,,,
Alibaba IPO to test US market structure resiliency,The Trade,9/10/2014,534,"It has been a dicey few years for initial public offerings in the US cash equities markets, but the first day of trading for Alibaba Group on the New York Stock Exchange, presumed to be on 19 September, will demonstrate how far the overall ...",Alibaba,Technology,1,4,4,,,,
Alibaba IPO: Backers tout it as a real steal,MarketWatch,9/11/2014,303,"It's the $24 billion question on Wall Street: Will Alibaba Group Holding Ltd.'s huge initial public offering be a bargain for investors? With about a week to go before the deal, the army of banks hired by the Chinese e-commerce company is ...",Alibaba,Technology,1,5,1,,,,
Investors sizing up value of Alibaba IPO ; Is it like Facebook or Amazon?,USA Today,9/11/2014,617,The New York debut of Alibaba shares later this month will likely place the company among the 10 most valuable technology firms traded in the U.S.,Alibaba,Technology,1,5,1,,,,
Alibaba's IPO Will Speak Volumes,Barron's,9/12/2014,421,"Alibaba Group Holding (BABA: NYSE) By Wedbush (Sept. 11, 2014) We believe Alibaba Group Holding may offer one of the most compelling combinations of size, growth and profitability on a global basis.",Alibaba,Technology,1,6,1,,,,
Yahoo gains as everyone wants a piece of Alibaba IPO,Contra Costa Times,9/12/2014,883,"Today: Chinese e-commerce giant Alibaba says demand is so strong that it will end pre-orders of its stock early, as major stakeholder Yahoo stands to gain billions. Also, despite denial, eBay shares surge on rumor Google will buy large ...",Alibaba,Technology,1,6,4,,,,
IPO Stock Watch: Alibaba Stock Demand Strong Pre-IPO,Investor's Business Daily,9/12/2014,321,"Alibaba Group (BABA) is set to be the largest U.S. IPO ever, potentially raising more than $21 billion and carrying a market value of more than $162 billion. For comparison, Amazon.com's market cap is near $152 billion.",Alibaba,Technology,1,6,1,,,,
"Don't worry, retail investors É?? you'll be able to buy Alibaba near its IPO price",MarketWatch,9/12/2014,148,MARKETWATCH FRONT PAGE Retail investors still have an opportunity to buy into the much-hyped Alibaba IPO at the ground level. 10 things Apple won't say,Alibaba,Technology,1,6,1,,,,
"Don't worry, retail investors É?? you'll be able to buy Alibaba near its IPO price; One reason: Because Alibaba is a mature company",MarketWatch,9/12/2014,494,"One reason: Because Alibaba is a mature company NEW YORK (MarketWatch) É?? Retail investors still have an opportunity to buy into the much-hyped Alibaba IPO at the ground level, despite the fact that many of the world's biggest institutional ...",Alibaba,Technology,1,6,1,,,,
How Alibaba became Yahoo's golden ticket; Alibaba IPO also highlights Yahoo's portal's ongoing struggles.,MarketWatch,9/12/2014,859,Alibaba IPO also highlights Yahoo's portal's ongoing struggles. SAN FRANCISCO (MarketWatch)É??Yahoo is about to cash in on a bold bet founder Jerry Yang made nine years ago.,Alibaba,Technology,1,6,1,,,,
"Don't look at Alibaba IPO as a sign of a market top, says strategist",MarketWatch,9/12/2014,203,"MARKETWATCH FRONT PAGE The Alibaba IPO -- probably the biggest initial public offering EVER -- might end up being the aging bull market's last exuberant moment, right? ConvergEx Group's Nick Colas argues against reading too much into it.",Alibaba,Technology,1,6,1,,,,
Yahoo gains as everyone wants a piece of Alibaba IPO,The Oakland Tribune,9/12/2014,880,"Today: Chinese e-commerce giant Alibaba says demand is so strong that it will end pre-orders of its stock early, as major stakeholder Yahoo stands to gain billions. Also, despite denial, eBay shares surge on rumor Google will buy large ...",Alibaba,Technology,1,6,4,,,,
Alibaba Frenzy Escapes Small Investor; Lack of Familiarity with Alibaba in U.S. Limits Interest Ahead of IPO,The Wall Street Journal,9/12/2014,719,"Steven M. Alter, a dentist in Manhattan, enjoys in his spare time trading stocks, commodities and precious metals from his Connecticut home. He considers himself a seasoned investor, sometimes making 50 trades in one day. But one stock he ...",Alibaba,Technology,1,6,1,,,,
Reports: Alibaba Plans To Stop Taking IPO Orders Early,RTT News,9/13/2014,418,"Alibaba Group Holding Ltd. plans to stop taking orders early from investors for its highly-anticipated initial public offering, according to media reports on Friday, citing people familiar with knowledge of the matter.",Alibaba,Technology,1,7,2,,,,
"FOMC could hint at policy normalization timeline, Alibaba aims for biggest IPO ever",ICN.com Financial Markets,9/14/2014,917,"This week`s Federal Reserve monetary policy meeting could give clearer signals on when it will start hiking the cost of borrowing in the U.S. As the U.S. economy continues to gain pace, the Federal Reserve comes even closer to raising ...",Alibaba,Technology,1,1,4,,,,
Rocket Internet's IPO Apes Alibaba in Shooting for Orbit Rocket Internet Apes Alibaba in Shooting for High IPO Orbit,The Wall Street Journal,9/14/2014,516,"Investors may be wooed by the growth trajectory of Rocket Internet, billed as the largest initial public offering in Germany since the financial crisis. More challenging might be to understand what's really powering Rocket.",Alibaba,Technology,1,1,1,,,,
Survey Says: Investors Getting Cautious Ahead of Alibaba IPO,Dow Jones News Service,9/15/2014,382,"Alibaba Group Holding Inc. appears likely to raise the price range of its highly anticipated initial public offering, a development that is making some investors nervous about how the stock will trade as a newly minted public company, ...",Alibaba,Technology,1,2,3,,,,
Alibaba Set To Raise IPO Price Range to $66 to $68 Per Share -- Source,Dow Jones News Service,9/15/2014,268,"Alibaba Group Holding Ltd. plans to raise the price range for its initial public offering to $66 to $68 per share, from the current $60 to $66 a share, a person familiar with the deal said.",Alibaba,Technology,1,2,3,,,,
Alibaba IPO Is a Bonanza for Select Firms Alibaba IPO is a bonanza for select firms,Dow Jones News Service,9/15/2014,988,The initial public offering of Alibaba Group Holding Ltd. this week will be a windfall for a group of previously undisclosed investors who snapped up preferred shares in the Chinese e-commerce company that were sold in the run-up to its ...,Alibaba,Technology,1,2,3,,,,
"Alibaba Boosts IPO Price Range, Could Raise Up To $25 Billion",Forbes,9/15/2014,34,Alibaba now expects its IPO shares to price between $66 to $68 due to high demand from potential investors.,Alibaba,Technology,1,2,1,,,,
New High Analysis: Yahoo Surges Ahead Of Alibaba IPO,Investor's Business Daily,9/15/2014,318,"Friday's session served up several 52-week highs, but many names closed well off session highs just like the major averages. The exception was Finish Line (FINL). The specialty retailer of athletic shoes, apparel and accessories extended its ...",Alibaba,Technology,1,2,1,,,,
Alibaba IPO price is set to rise,Kansas City Business Journal Online,9/15/2014,171,"What already was looking like a record-breaking IPO could get bigger, with Alibaba expected to increase the target price for its shares on Monday, Bloomberg reports.",Alibaba,Technology,1,2,4,,,,
