Headline,Source,Date,Word Count,Text,Company,Industry,IPO Period,Day of Week,Source Tier,Sentiment,List Price,Market Price,Difference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Post-IPO, where are Facebook's friends?",The Daily Gazette,5/22/2012,626,"NEW YORK -- Facebook was supposed to soar. Instead, it plunged. After the social network's stock fizzled on Friday in its long-awaited debut, its stock fell 11 percent on Monday, even as the rest of the stock market rallied.",Facebook,Technology,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook stock down after IPO,The Hawk Eye,5/22/2012,481,"NEW YORK -- Facebook was supposed to soar. Instead, it plunged. After the social network's stock fizzled on Friday in its long-awaited debut, its stock fell 11 percent on Monday, even as the rest of the stock market rallied.",Facebook,Technology,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan Stanley analyst cut Facebook revenue forecasts during IPO roadshow Morgan Stanley analyst cut Facebook revenue forecasts during IPO roadshow,The Oakland Tribune,5/22/2012,711,"In the run-up to $16 billion IPO, Morgan Stanley, the lead underwriter on the deal, unexpectedly delivered some negative news to major clients: The bank's consumer Internet analyst, Scott Devitt, was reducing his revenue forecasts for the ...",Facebook,Technology,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook's troubled IPO worsens as stock continues to fall Facebook's troubled IPO worsens as stock continues to fall,The Oakland Tribune,5/22/2012,821,"The biggest and most hyped IPO in tech history is beginning to look like the most troubled. As stumbling stock on Tuesday continued to disappoint and even anger investors for the third straight day, critics blasted the company and its ...",Facebook,Technology,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Facebook sees stock slip below IPO price; Banks set price too high, analysts say; Complaints about flood of shares",The Seattle Times,5/22/2012,286,"LOS ANGELES É?? Facebook shares skidded Monday on their second day of trading on Wall Street, falling below the initial public offering price of $38.",Facebook,Technology,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Facebook stock drops 11 percent, well below its IPO price",The Star-Ledger,5/22/2012,541,,Facebook,Technology,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook drops well below IPO price,"The Times (Trenton, NJ)",5/22/2012,526,"Facebook's stock tumbled well below its $38 IPO price in the social network's second day of trading as a public company yesterday. The social networking giant plunged 11 percent to close at $34.03, even as the rest of the market rallied.",Facebook,Technology,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nasdaq Based Decision To Proceed With Facebook IPO On 'Incorrect' Info About System Problems - Nasdaq Official,The Wall Street Journal,5/22/2012,416,A senior Nasdaq Stock Market official told customers Tuesday afternoon that it would have pulled the plug on Facebook Inc.'s (FB) initial public offering had it known the full extent of the technical problems that plagued its systems.,Facebook,Technology,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook Employees Shrug Off IPO,The Wall Street Journal,5/22/2012,924,"While Wall Street moved into crisis mode over Facebook Inc.'s (FB) fumbled initial public offering, employees at the company's Silicon Valley headquarters had an entirely different response: a shrug.",Facebook,Technology,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jenkins: The IPO From Hell? The Facebook fiasco was a blessing for the mom and pop investors who were shut out of the deal.,The Wall Street Journal,5/22/2012,870,"How badly did Nasdaq screw up the Facebook offering? Nasdaq is in a service business, and it served its customers terribly. It couldn't get trading in the shares started on time. It didn't act on orders that some investors and traders ...",Facebook,Technology,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO's Rocky Road,The Wall Street Journal,5/22/2012,26,See key events in the social network's IPO from the time the company filed to go public in February.,Facebook,Technology,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook Employees Shrug Off IPO,The Wall Street Journal,5/22/2012,892,"While Wall Street moved into crisis mode over Facebook Inc.'s fumbled initial public offering, employees at the company's Silicon Valley headquarters had an entirely different response: a shrug.",Facebook,Technology,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Facebook IPO: Accusations, Recriminations, Losses",The Wall Street Journal,5/22/2012,179,"(This story has been posted on The Wall Street Journal Online's Market Beat blog at http://blogs.wsj.com/marketbeat.) By Paul Vigna Facebook shares are dropping yet again on heavy trading volume. For now, it seems like the stock has a floor ...",Facebook,Technology,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook Among the Worst Big IPO Starts in 5 Years,The Wall Street Journal,5/22/2012,367,By David Benoit Facebook's continued fall has put the social network on pace to be one the worst large IPO starts in the past ...,Facebook,Technology,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEC's Shapiro: We'll Review 'Issues' With Facebook's IPO,The Wall Street Journal,5/22/2012,231,"(This story has been posted on The Wall Street Journal Online's Digits blog at http://blogs.wsj.com/digits.) By Andrew Ackerman Securities and Exchange Commission Chairman Mary Schapiro said Tuesday that her agency will examine ""issues"" ...",Facebook,Technology,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Facebook breaks its IPO price, falls sharply in morning trading; On second day of trading, Facebook falls sharply below its Friday IPO price of $38.",The Washington Post,5/22/2012,339,"Well, that was fast. Facebook opened its second day of trading at $36.66, below its initial public offering price of $38. By 10 a.m., the stock had dropped even lower, to $33.34.",Facebook,Technology,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mark Zuckerberg marries longtime girlfriend Priscilla Chan after IPO for Facebook; Just one day after his company made its public trading debut, Facebook founder and chief executive Mark Zuckerberg wed Priscilla Chan, a woman he met during his years as an undergraduate student at Harvard.",The Washington Post,5/22/2012,555,"Just one day after his company made its public trading debut, Facebook founder and chief executive Mark Zuckerberg wed Priscilla Chan, a woman he met during his years as an undergraduate student at Harvard. The Reliable Source reports :",Facebook,Technology,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regulators to Look Into Facebook IPO as Share Price Drops,Voice of America Press Releases and Documents,5/22/2012,191,"VOA English Service Regulators to Look Into Facebook IPO as Share Price Drops VOA News May 22, 2012 Massachusetts' state secretary - the state's top securities regulator - has subpoenaed investment firm Morgan Stanley over allegations it may ...",Facebook,Technology,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FACEBOOK, MORGAN STANLEY FACE CLASS-ACTION SUIT OVER IPO",Aberdeen American News,5/23/2012,583,"WASHINGTON -- A class-action lawsuit was filed Wednesday against Facebook Inc., Morgan Stanley & Co., and the other Wall Street banks that underwrote the Facebook's initial public offering, alleging they misled most shareholders about ...",Facebook,Technology,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1st anniversary of Facebook pricing its shares for IPO; AP Planner; Future News Item; Facebook,AP,5/23/2012,151,"Organisation: Facebook Description: 1st anniversary of Facebook pricing its shares as part of its Initial Public Offering at between $23 and $35 per share, putting the total value of the company at up to $96bn (?ú59bn), the highest debut on ...",Facebook,Technology,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 panels to launch review of Facebook IPO,Asbury Park Press,5/23/2012,152,Two congressional panels are reviewing Facebook's high-profile stock offering last week amid allegations that the bank handling the IPO may have provided only select clients with a negative assessment of the company.,Facebook,Technology,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botched Facebook IPO and JPMorgan loss reinforce image that Wall Street can't get it right,Athens Banner-Herald,5/23/2012,1229,"NEW YORK É?? Almost four years after the financial crisis, Wall Street still can't get it right. Investor anger mounted Wednesday over the initial public offering of Facebook stock last week, which was fumbled by the banks that managed the ...",Facebook,Technology,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regulators probe bank's role in Facebook IPO,Athens Banner-Herald,5/23/2012,941,"WASHINGTON É?? Regulators are examining whether Morgan Stanley, the investment bank that shepherded Facebook through its highly publicized stock offering last week, selectively informed clients of an analyst's negative report about the ...",Facebook,Technology,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nasdaq: Facebook IPO should have been delayed,Austin Business Journal Online,5/23/2012,200,A high-ranking Nasdaq official reportedly said Tuesday that the exchange wouldn't have gone forward with Facebook Inc.'s public offering had it known in advance of the technical problems it faced.,Facebook,Technology,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Instead of big success, Facebook IPO is big embarrassment",Baltimore Business Journal Online,5/23/2012,86,Last week's much-heralded Facebook IPO was supposed to be Morgan Stanley's crowning achievement.  It's turning out however to be a big embarrassment.,Facebook,Technology,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galvin probes Morgan Stanley over Facebook IPO,Boston Business Journal Online,5/23/2012,231,"Massachusetts Secretary of State William Galvin has subpoenaed Morgan Stanley over reports that the firm cut earnings estimates for Facebook shortly before the social network's widely hyped initial public offering, but only shared the lower ...",Facebook,Technology,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FACEBOOK STOCK SALE PROBED; Galvin subpoenas Morgan Stanley on earnings forecasts prior to IPO,Boston Herald,5/23/2012,330,Secretary of the Commonwealth William Galvin is É??unfriendingÉ?ù Morgan Stanley over the Wall Street giant's handling of Facebook's cratering initial public offering.,Facebook,Technology,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO draws scrutiny from federal regulators,Business First of Louisville,5/23/2012,191,"Last week's initial public offering of social media giant Facebook Inc.'s shares is drawing the attention of regulators and investors alike, after shares faltered following the much-anticipated IPO.",Facebook,Technology,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO now Subject of Facebook Lawsuit. Investors who Purchased Facebook Stock pursuant or traceable to the Facebook IPO are encouraged to Contact the Securities Fraud Attorneys at Gilman Law LLP,Business Wire,5/23/2012,406,"BOSTON--(BUSINESS WIRE)--May 23, 2012--  The Facebook IPO is now the subject of a Securities Fraud Lawsuit filed in the United States District Court in New York. The complaint alleges that certain Facebook IPO documents contained untrue ...",Facebook,Technology,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lieff Cabraser Announces Facebook IPO Securities Class Action Lawsuit,Business Wire,5/23/2012,445,"SAN FRANCISCO--(BUSINESS WIRE)--May 23, 2012--  The law firm of Lieff Cabraser Heimann & Bernstein, LLP announces that a class action lawsuit has been brought on behalf of all persons and entities who purchased the securities of ...",Facebook,Technology,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senate Banking Panel Investigating Facebook IPO -CNBC,CNBC,5/23/2012,69,"DOW JONES NEWSWIRES The Senate Banking Committee has begun an informal investigation into issues surrounding the initial public offering of Facebook Inc. (FB) stock, CNBC reported Wednesday, citing an aide to the panel.",Facebook,Technology,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Was Facebook IPO a bust?,CNN Wire,5/23/2012,785,"Editor's note: Steve Blank, a former Silicon Valley serial entrepreneur, teaches at Stanford University, Columbia University and the University of California, Berkeley. He is the author of ""The Startup Owner's Manual.""",Facebook,Technology,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senate panel looking at Facebook IPO deal,CNN Wire,5/23/2012,216,"WASHINGTON (CNNMoney) -- The Senate Banking Committee is looking into the controversial launch of Facebook's initial public offering. The committee will hold staff briefings with regulators, officials from Facebook, regulators and ""other ...",Facebook,Technology,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senate panel looking at Facebook IPO deal Senate panel looking at Facebook IPO deal Lawmakers looking at Facebook IPO deal,CNN Wire,5/23/2012,460,Updated 1:59 p.m. ET with background on Facebook lobbying efforts. WASHINGTON (CNNMoney) -- The Senate Banking Committee is looking into the controversial launch of Facebook's initial public offering.,Facebook,Technology,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lawmakers looking at Facebook IPO deal,CNN Wire,5/23/2012,529,,Facebook,Technology,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO: What the %$#! happened? Facebook IPO: What the %$#! happened?,CNN Wire,5/23/2012,899,"Approved - cowleys jpepitone.scowley NEW YORK (CNNMoney) -- Facebook's breathlessly hyped IPO on Friday has turned into a huge Wall Street debacle, with lots of confusion -- and now, lawsuits -- swirling around.",Facebook,Technology,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO: What the %$#! happened?,CNN Wire,5/23/2012,899,,Facebook,Technology,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silicon Valley shrugs off Facebook IPO woes,CNN Wire,5/23/2012,904,"NEW YORK (CNNMoney) -- While Wall Street freaks out about an IPO it views as a disaster, the view of Facebook's rocky public debut is much sunnier in Silicon Valley.",Facebook,Technology,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook's IPO: Sorting through the legal mess Facebook's IPO: Sorting through the legal mess Facebook's IPO: Sorting through the legal mess Facebook's IPO: Sorting through the legal mess,CNN Wire,5/23/2012,885,"NEW YORK (CNNMoney) -- At this point, there's little question that Facebook's IPO was a disaster. But was it illegal? That's the question lawyers, regulators, and other observers are asking as allegations swirl that major clients of Morgan ...",Facebook,Technology,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook's IPO: Sorting through the legal mess,CNN Wire,5/23/2012,885,,Facebook,Technology,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BROWN STATEMENT ON REPORTS RELATING TO FACEBOOK'S IPO,Congressional Documents and Publications,5/23/2012,175,,Facebook,Technology,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BROWN STATEMENT ON REPORTS RELATING TO FACEBOOK'S IPO ,Congressional Documents and Publications,5/23/2012,175,"U.S. Senate Documents Wednesday, May 23, 2012 Contact: Meghan Dubyak/Lauren Kulik (202) 224-3978 BROWN STATEMENT ON REPORTS RELATING TO FACEBOOK'S IPO",Facebook,Technology,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Facebook, Zuckerberg, banks sued over IPO",Contra Costa Times,5/23/2012,759,"Facebook and Morgan Stanley , the lead underwriter of social networking company's IPO, were sued by shareholders who claimed the defendants hid Facebook's weakened growth forecasts ahead of its $16 billion initial public offering.",Facebook,Technology,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook shares rise amid continuing IPO turmoil,Contra Costa Times,5/23/2012,903,Facebook endured the fury of investors Wednesday as multiple lawsuits were filed alleging that the Menlo Park social network giant and its bankers failed to make adequate financial disclosures in advance of its IPO -- even as its shares ...,Facebook,Technology,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO faces probe; Insiders dumped shares based on private information,Daily Post,5/23/2012,511,"As shares of Facebook continued their slide, regulators launched an inquiry yesterday into whether Wall Street insiders were alerted to the Menlo Park company's weakening financial projections, leading them to dump shares just as buying was ...",Facebook,Technology,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senate Banking Committee To Review Facebook IPO,Dow Jones News Service,5/23/2012,186,"WASHINGTON -(Dow Jones)- The Senate Banking Committee plans to review the initial public offering of Facebook Inc., a Democratic aide said Wednesday.",Facebook,Technology,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO Triggered Volume Spike At E-Brokers,Dow Jones News Service,5/23/2012,139,"Last Friday's Facebook Inc. (FB) initial public offering drove a surge in retail trading at ebrokers that saw daily average revenue trading for the day surge by 50% to 70% from this month's average through May 17, Sandler O'Neill analyst ...",Facebook,Technology,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knight Capital: Facebook IPO Glitches May Drive Pretax Loss Of $30M To $35M,Dow Jones News Service,5/23/2012,215,"Knight Capital Group Inc. (KCG) may suffer pre-tax losses of up to $35 million linked to its trading in Friday's glitch-ridden initial public offering of Facebook Inc. (FB) on the Nasdaq Stock Market, the company disclosed Wednesday.",Facebook,Technology,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Firsthand Tech, GSV Hurt By Facebook's IPO Performance",Dow Jones News Service,5/23/2012,579,"--Firsthand Technology, GSV initially fell as much as 40% --GSV says severity of share price's fall reflects intense attention investors have given Facebook",Facebook,Technology,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Needham Sees Facebook Worth More Than IPO Price,Dow Jones News Service,5/23/2012,142,"Facebook's (FB) messy IPO has alienated a lot of friends, making Needham Research's $40 price target one of the social network's rare thumbs up. Firm rates the stock a buy, pointing to the massive amount of time FB's ...",Facebook,Technology,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Facebook Underwriters, Including Morgan Stanley, Sued By Shareholders Over IPO -Reuters",Dow Jones News Service,5/23/2012,11,"Facebook Underwriters, Including Morgan Stanley, Sued By Shareholders Over IPO -Reuters",Facebook,Technology,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Morgan Stanley, Other Underwriters Make $100 Million Profit on Facebook IPO Morgan Stanley, Other Underwriters Make $100 Million Profit on Facebook IPO",Dow Jones News Service,5/23/2012,483,"By Gina Chon, Aaron Lucchetti and Ryan Dezember",Facebook,Technology,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 Facebook investors sue on handling of IPO,Gannett News Service,5/23/2012,870,By Adam Shell USA TODAY NEW YORK -- Now it's lawyers doing the fingerpointing in the Facebook blame game. Three Facebook investors filed a lawsuit Wednesday alleging that the company and underwriters leading the hyped initial public offering ...,Facebook,Technology,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FACEBOOK; Some got warning of woes before IPO,Houston Chronicle,5/23/2012,411,"Just days before Facebook went public, some big investors got nervous about the social network. After publicly warning about challenges in mobile advertising, Facebook executives held conference calls to update their banks' analysts on the ...",Facebook,Technology,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investor sues Nasdaq over Facebook IPO,Inside Counsel,5/23/2012,220,"A Maryland man  filed suit against Nasdaq yesterday, claiming the exchange operator mishandled orders of Facebook Inc. shares after the social network's initial public offering (IPO) last week. The negligence, the suits says, caused losses ...",Facebook,Technology,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook Bounces Off Bottom As IPO Lawsuit Is Filed,Investor's Business Daily,5/23/2012,345,"Shares of Facebook (FB) rebounded on Wednesday after a brutal 19% sell-off in the two days following its first day of trading on Friday. The stock rose 3.2% Wednesday, closing at 32. The stock started trading Friday at 38.",Facebook,Technology,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Controversy Brewing Over Facebook IPO SEC Says It May Investigate A late amendment to its prospectus by Facebook sets up a chain reaction,Investor's Business Daily,5/23/2012,688,"When Facebook (FB) provided new data about its growth prospects eight days before its initial public offering, the company might have unwillingly set up its investment bank underwriters for legal action.",Facebook,Technology,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO Under Scrutiny,Investor's Business Daily,5/23/2012,86,"SEC and Finra regulators questioned how Facebook's (FB) IPO was done, after learning investment bankers cut earnings forecasts after Facebook amended its prospectus. Reports said they only selectively disclosed the new estimates, which ...",Facebook,Technology,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Facebook, underwriters sued for alleged unfair IPO disclosures",Jacksonville Business Journal Online,5/23/2012,200,"In the latest Facebook IPO-related lawsuit, shareholders are suing the company and banks with a hand in its initial public offering, saying they ""hid Facebook's weakened growth forecasts,"" Reuters reports.",Facebook,Technology,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO gets SEC scrutiny; Nasdaq wishes it had delayed offering,Kansas City Business Journal Online,5/23/2012,237,"As the tumult about Facebook Inc.'s recent IPO expands, the Securities and Exchange Commission plans to take a close look at the social media company's IPO timeline,  The Wall Street Journal reports.",Facebook,Technology,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO flop drawing increased scrutiny; Regulators wonder whether Wall Street insiders heard data the public did not before stock...,Los Angeles Times,5/23/2012,1327,"As Facebook shares continued their slide, regulators launched inquiries into whether privileged Wall Street insiders were alerted to the company's weakening financial projections, leading them to shun the stock or dump shares just as buying ...",Facebook,Technology,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The great Facebook fizzle; Commentary: This IPO was a short, sharp stock for the small investor",MarketWatch,5/23/2012,831,"SWARTHMORE, Penn. (MarketWatch) É?? The dust has not settled yet after the great Facebook fizzle, but it's not too early to ask just one question: Why would any individual investor in his or her right mind invest in stocks?",Facebook,Technology,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
