,Headline,Source,Date,Word Count,Text,Company,Industry,IPO Period,Day of Week,Source Tier,neutral,weakneg,weakpos,strongpos,strongneg
3411,The latest deal: Groupon's IPO,Chicago Tribune,6/3/2011,129,Here we go. Groupon has filed a prospectus for an initial public offering of up to $750 million  ending months of speculation about when the Chicago-based company would go public.,Groupon,Retail,1,6,1,4,0,0,1,0
3412,Groupon IPO would add billionaires to mix Groupon IPO would add billionaires to mix,Chicago Tribune,6/5/2011,1110,For decades  some of the same names -- Pritzker  Crown  Wrigley -- have ranked near the top of any list of Chicago's wealthiest people. And they have displayed it by tacking their names on everything from fountains to athletic fields ...,Groupon,Retail,1,1,1,4,0,0,0,0
3413,Groupon IPO would add billionaires to mix,Chicago Tribune,6/5/2011,1128,,Groupon,Retail,1,1,1,2,0,0,0,0
3414,Club billionaire; Groupon's long-awaited IPO could shake up Chicago's money class,Chicago Tribune,6/6/2011,502,For decades  some of the same names--Pritzker  Crown  Wrigley--have ranked near the top of any list of Chicago's wealthiest people. And they have displayed it by tacking their names on everything from fountains to athletic fields to ...,Groupon,Retail,1,2,1,2,0,0,0,2
3415,A deal on Groupon IPO? That door may be shut,Chicago Tribune,6/7/2011,506,If you imagine yourself getting a deal on Groupon stock when the company goes public  you might want to turn your attention to a spa or restaurant coupon instead.,Groupon,Retail,1,3,1,4,0,0,4,0
3416,Groupon growth presents ordeals; Rivals and regulators could affect daily deal company's IPO value,Chicago Tribune,7/25/2011,894,Groupon Inc.'s rapid growth has attracted rivals and regulators  a twin threat to the largest online daily deal company as it gets ready for an initial public offering.,Groupon,Retail,1,2,1,6,2,2,2,3
3417,Groupon discloses losses Amended IPO filing drops controversial accounting method,Chicago Tribune,8/11/2011,420,Groupon Inc.  the biggest provider of online coupons  reported losses for the second quarter and the previous year after backing away from an accounting method scrutinized by U.S. regulators.,Groupon,Retail,1,5,1,2,2,1,0,2
3418,Groupon IPO trips on market volatility Investor presentations canceled  report says,Chicago Tribune,9/7/2011,515,Groupon Inc.'s planned initial public offering may be hitting another snag  with a new report saying that the Chicago-based daily deals company is delaying its debut amid market volatility.,Groupon,Retail,1,4,1,0,0,0,1,2
3419,Sources: Markdown likely for Groupon; 10% of deal site to be sold in IPO at valuation of less than $12.5 billion,Chicago Tribune,10/20/2011,316,Chicago-based Groupon Inc. plans a scaled-back initial public offering of less than 10 percent of the discount deal company  at a valuation of less than $12.5 billion in light of recent market volatility and the company's missteps  ...,Groupon,Retail,1,5,1,2,0,0,3,1
3420,Groupon trims down IPO; Less ambitious sale of stock to raise $480M to $540M,Chicago Tribune,10/22/2011,575,Groupon Inc. is seeking to raise between $480 million and $540 million in its initial public offering  scaling back its original plans to raise $750 million.,Groupon,Retail,1,7,1,0,1,2,2,0
3421,Groupon might raise price of IPO,Chicago Tribune,10/31/2011,224,Groupon Inc. may increase the price range of its initial public offering amid higher-than-expected demand for the shares from investors  three people with knowledge of the matter said.,Groupon,Retail,1,2,1,4,0,0,0,0
3422,Groupon fetches higher price; Shares in IPO go for $20; 5 million more to be sold,Chicago Tribune,11/4/2011,375,Groupon Inc. has priced its much-anticipated initial public offering at $20 per share  according to a regulatory filing made late Thursday. This price exceeds Groupon's anticipated price range of $16 to $18 a share and gives the ...,Groupon,Retail,2,6,1,0,0,1,1,0
3423,Chicago's deal of the day; This city hasn't been known as a hub of innovation. Groupon's IPO helps to change that.,Chicago Tribune,11/4/2011,671,For a city with  at best  a mixed reputation as a hub of business innovation  Friday is big. The deal of the day? The scheduled initial public offering of homegrown Groupon Inc.,Groupon,Retail,2,6,1,4,0,2,7,0
3424,Groupon stock nears IPO price; Analyst: Decline 'surprising' and 'a bit frightening',Chicago Tribune,11/23/2011,344,Shares of Groupon Inc. tumbled Tuesday  closing at their lowest point since the Chicago-based daily deals company went public more than two weeks ago.,Groupon,Retail,2,4,1,4,0,0,1,2
3425,Groupon aims for October IPO,Cincinnati Business Courier Online,9/15/2011,124,Even with the stock market remaining rocky  Groupon is planning to put its initial public offering back on track  New York Times reported. The online coupon company is now aiming to go public in late October or early November.,Groupon,Retail,1,5,4,0,2,2,0,0
3426,Groupon IPO timing in doubt Groupon unsure of IPO timing,Cincinnati Business Courier Online,9/26/2011,98,Daily deal website Groupon Inc is committed to launching an initial public offering but the exact timing remains uncertain  according to the Wall Street Journal.,Groupon,Retail,1,2,4,1,2,1,1,4
3427,Groupon Removes Unusual Accounting Treatment In IPO Filing-CNBC,CNBC,8/10/2011,9,Groupon Removes Unusual Accounting Treatment In IPO Filing-CNBC,Groupon,Retail,1,4,1,0,0,0,0,0
3428,Groupon files to raise $750 million IPO Groupon files to raise $750 million IPO,CNN Wire,6/2/2011,343,NEW YORK (CNNMoney) -- Groupon filed on Thursday to raise as much as $750 million in an initial public offering  revealing a short history filled with skyrocketing sales and steep losses.,Groupon,Retail,1,5,3,4,0,0,0,3
3429,Groupon files to raise $750 million IPO,CNN Wire,6/2/2011,343,,Groupon,Retail,1,5,3,0,0,0,0,0
3430,Groupon files to raise $750 million in IPO,CNN Wire,6/2/2011,737,Updated 4:23 pm ET with additional details from the filing NEW YORK (CNNMoney) -- Groupon filed on Thursday to raise as much as $750 million in an initial public offering  revealing a short history filled with skyrocketing sales and steep ...,Groupon,Retail,1,5,3,4,0,0,0,2
3431,Groupon's IPO filing shows off irreverent side,CNN Wire,6/3/2011,569,"NEW YORK (CNNMoney) -- What do fire dancing classes  gorilla suits  and the unholy sounding ""Grouspawn"" have in common? They're various quirks touted in Groupon's IPO filing  which offers a lively spin on a usually dry ...",Groupon,Retail,1,6,3,2,1,0,2,1
3432,Groupon updates IPO filing  admits it's unprofitable,CNN Wire,8/10/2011,519,NEW YORK (CNNMoney) -- When Groupon filed in early June to go public  the daily deals company drew a barrage of criticism for its reliance on an unorthodox accounting practice that masked some of its losses. Bowing to the critics  Groupon ...,Groupon,Retail,1,4,3,0,1,2,1,7
3433,Groupon dials down its IPO dream take,CNN Wire,10/21/2011,214,NEW YORK (CNNMoney) -- Groupon is setting its sights lower  reducing how much it hopes to raise in its initial public offering by 28% to $540 million  the daily deals site announced early Friday in a regulatory filing.,Groupon,Retail,1,6,3,2,0,2,3,0
3434,Groupon IPO: Not the best daily deal?,CNN Wire,11/3/2011,669,NEW YORK (CNNMoney) -- Groupon is poised to start trading publicly  but the road to an initial public offering for the popular daily deals site has been rocky -- and one that skeptics say is reminiscent of the dot-com bubble.,Groupon,Retail,1,5,3,0,2,5,3,0
3435,Groupon IPO soars 40% in IPO,CNN Wire,11/4/2011,573,,Groupon,Retail,2,6,3,0,0,0,0,0
3436,Groupon soars 40% in IPO,CNN Wire,11/4/2011,692,,Groupon,Retail,2,6,3,0,0,0,0,0
3437,Groupon spikes 31% in IPO,CNN Wire,11/4/2011,754,,Groupon,Retail,2,6,3,0,0,0,0,0
3438,Groupon IPO prices at $20 a share Groupon IPO soars 40% in IPO Groupon soars 40% in IPO Groupon soars 40% in IPO Groupon spikes 31% in IPO,CNN Wire,11/4/2011,549,NEW YORK (CNNMoney) -- Daily deals site Groupon priced its initial public offering at $20 a share late Thursday  the last step on a rocky journey to its debut.,Groupon,Retail,2,6,3,0,2,0,1,0
3439,Groupon stock slumps to near IPO price Groupon stock slumps to near IPO price Groupon stock slumps to near IPO price Groupon stock slumps to near IPO price Groupon stock slumps to near IPO price,CNN Wire,11/22/2011,280,NEW YORK (CNNMoney) -- This holiday week hasn't been a happy one for Groupon. Its shares have taken a major hit for two days in a row. A downturn in the broader market this week has hit tech stocks  but Groupon and other newly public ...,Groupon,Retail,2,3,3,2,0,0,2,0
3440,Groupon stock slumps to near IPO price,CNN Wire,11/22/2011,280,,Groupon,Retail,2,3,3,0,0,0,0,0
3441,Groupon plunges below IPO price,CNN Wire,11/23/2011,523,NEW YORK (CNNMoney) -- Today's daily deal: Groupon's stock. Shares sank 14% early Wednesday  falling several dollars below the $20 asking price of the coupon site's initial public offering earlier this month.,Groupon,Retail,2,4,3,0,2,0,1,0
3442,Groupon's biggest deal yet: a $750M IPO (and a warning for investors),Contra Costa Times,6/2/2011,1060,Today: Groupon files for a $750 million initial public offering. Plus: Mortgage rates fall for the seventh week in a row  reaching new lows for 2011. And: IBM's Watson  Sony's PlayStation Network  Silicon Valley tech stocks.,Groupon,Retail,1,5,4,0,2,0,1,2
3443,Solyndra fallout  Groupon's IPO issues and Google's rumored Hulu bid Solyndra fallout  Groupon's IPO issues and Google's rumored Hulu bid,Contra Costa Times,9/6/2011,793,Today: Solyndra employee seeks severance through the court as shuttered solar manufacturer files for bankruptcy. Also: Groupon may delay its stock market debut and Google ( GOOG) may be trying to change the rules of Hulu bidding.,Groupon,Retail,1,3,4,1,2,0,0,2
3444,Groupon's big IPO could speed more Silicon Valley tech firms to the stock market,Contra Costa Times,11/4/2011,976,In the biggest stock market debut for a tech company since Google's ( GOOG)  Groupon enjoyed a sizzling reception Friday despite the market's broader tumble over continued worries about Greece.,Groupon,Retail,2,6,4,6,2,0,2,2
3445,What does Groupon's decline mean for IPO market?,Contra Costa Times,11/23/2011,1207,,Groupon,Retail,2,4,4,0,2,0,0,0
3446,Groupon's Wall Street honeymoon over: Stock drops below IPO price,Contra Costa Times,11/23/2011,321,,Groupon,Retail,2,4,4,0,0,0,1,0
3447,GROUPON IPO Drama,Corporate Counsel,2/1/2012,369,After months of drama  Groupon  Inc.  completed its initial public offering on November 3 and saw its stock rise by almost 40 percent  from an offering price of $20 per share to an opening price on Nasdaq of $27.82. But the stock closed at ,Groupon,Retail,2,4,4,0,2,0,0,0
3448,IPO fever isn't exactly catching; Groupon aside  few see a rebound yet,Crain's Chicago Business,6/20/2011,539,Despite the big splash that Groupon Inc.'s ballyhooed initial public offering of stock is expected to make  few privateequity investors around town are counting on IPOs to be an easy way to cash out their investments anytime soon.,Groupon,Retail,1,2,2,4,3,0,2,1
3449,Groupon slows in Chicago; Growth deceleration raises questions about IPO value,Crain's Chicago Business,9/5/2011,777,As Groupon Inc. prepares to pitch its IPO to investors around the world  growth is sagging in hometown Chicago  its oldest market. Groupon's gross revenue in Chicago rose 13% to $24.3 million in the second quarter from the first quarter. ...,Groupon,Retail,1,2,2,0,1,0,0,1
3450,Boffo Groupon IPO would be so divine; But woe to Chicago startups if city's best Internet hope falters,Crain's Chicago Business,9/19/2011,910,For better or worse  Chicago's tech community has as much riding on Groupon Inc.'s IPO as its investors and employees. Right now  the public offering is on hold in the face of a shaky stock market  heightening anxiety that erupted when ...,Groupon,Retail,1,2,2,6,0,5,4,7
3451,Next hot IPO? It's not who you think; Payday lender has what Groupon lacks: profits,Crain's Chicago Business,10/3/2011,660,A Chicago-based Internet company that boasts hundreds of millions in revenue  rapid growth and a global business model is planning an initial public offering.,Groupon,Retail,1,2,2,4,1,1,2,0
3452,One down  one to go for Groupon; Tiny IPO float makes a second offering crucial for daily-deal specialist,Crain's Chicago Business,11/7/2011,745,Now that Groupon Inc. has pulled its closely watched IPO across the finish line  it's time to start working on another stock offering. Groupon's IPO Friday at $20 a share defied doubters who questioned its business model  but it made only ...,Groupon,Retail,2,2,2,0,0,0,0,2
3453,Groupon scales back IPO amid new worries,Daily Post,10/22/2011,273,Only a few months ago  Groupon was the Internet's next great thing. Business media christened it the fastest-growing company ever. Copycats proliferated. And investors salivated over the prospect of Groupon going public.,Groupon,Retail,1,7,2,0,0,6,2,2
3454,Groupon IPO may be canceled,Dayton Business Journal Online,9/7/2011,109,,Groupon,Retail,1,4,4,0,0,0,0,0
3455,Groupon unsure of IPO timing,Dayton Business Journal Online,9/26/2011,99,,Groupon,Retail,1,2,4,0,0,0,0,2
3456,Groupon IPO a big success Groupon raises $700 million in IPO,Dayton Business Journal Online,11/4/2011,143,In a public stock offering that is being keenly observed by its rivals  Groupon Inc. raised $700 million in its initial public offering  30 percent more than it sought  Bloomberg News reported. That placement values the top online-coupon ...,Groupon,Retail,2,6,4,2,1,4,4,0
3457,Groupon files for $750M IPO,DMNews,6/2/2011,273,Daily deal website Groupon filed for a $750 million initial public offering (IPO) on June 2. The company said in documents filed with the US Securities and Exchange Commission that it plans to go public âas soon as practicable after this ...,Groupon,Retail,1,5,4,0,0,2,1,0
3458,Groupon IPO Could Price $1-2 Above Range -Reuters,Dow Jones News Service,11/2/2011,141,,Groupon,Retail,1,4,3,2,0,1,0,0
3459,Groupon Files IPO For Up To $750M In Common Stock,Dow Jones News Service,6/2/2011,10,Groupon Files IPO For Up To $750M In Common Stock,Groupon,Retail,1,5,3,0,0,0,0,0
3460,Groupon Declines To Comment On IPO Refiling Speculation,Dow Jones News Service,6/7/2011,132,Groupon Inc. declined to comment on Tuesday regarding media reports that it may have to submit new documents ahead of its initial public offering after Chairman Eric Lefkofsky spoke publicly about the company during the so-called quiet ...,Groupon,Retail,1,3,3,8,2,0,0,2
3461,MARKETWATCH VIEW: Groupon's IPO Is No Deal,Dow Jones News Service,6/8/2011,1187,Like most of you  I have a close  personal relationship with Groupon Inc. I signed up with the online coupon company sometime last year to get a cheap deal on a local restaurant. It was a place we'd never heard of. When we got there  ...,Groupon,Retail,1,4,3,1,2,0,1,0
3462,Groupon Names Mellody Hobson To Board Ahead Of IPO,Dow Jones News Service,6/22/2011,216,Groupon Inc.  the group-buying company that earlier this month filed papers for a highly anticipated initial public offering  said Mellody Hobson of Ariel Investments has been elected to its board.,Groupon,Retail,1,4,3,0,0,0,0,0
3463,Groupon Downplays New Accounting Method In Revised IPO Filing,Dow Jones News Service,8/10/2011,9,Groupon Downplays New Accounting Method In Revised IPO Filing,Groupon,Retail,1,4,3,0,0,0,0,0
3464,TECH VIEW: Groupon Provides Case Study In How Not To Do An IPO,Dow Jones News Service,9/6/2011,909,"Groupon appears close to running afoul of ""quiet period"" required by SEC --Entrepreneur who advises start-ups sees serious problems in Groupon's financials",Groupon,Retail,1,3,3,4,2,0,0,2
3465,Groupon Amends IPO Filing With SEC,Dow Jones News Service,9/23/2011,300,SAN FRANCISCO (Dow Jones)--Groupon Inc. filed an amended registration for an initial public offering on Friday that cautions against relying on a leaked memo from Chief Executive Andrew Mason and significantly restates revenue figures  as ...,Groupon,Retail,1,6,3,0,2,0,0,0
3466,Groupon IPO Filing Includes Entire E-mail From CEO,Dow Jones News Service,10/7/2011,614,Groupon Inc. on Friday publicly unveiled an August email in which its chief executive derided the press with a choice four-letter word and defended his company.,Groupon,Retail,1,6,3,1,0,1,0,2
3467,Groupon Inc Sets IPO At 30M Shares  Range At $16-$18/Share,Dow Jones News Service,10/21/2011,12,Groupon Inc Sets IPO At 30M Shares  Range At $16-$18/Share,Groupon,Retail,1,6,3,0,0,0,0,0
3468,Groupon's 5% IPO Poised To Result In Big Debut,Dow Jones News Service,10/21/2011,151,By only selling some 5% of what is projected to be the amount of outstanding Class A stock following its IPO  Groupon is angling to have a big first-day pop. Selling little of the ultimately outstanding shares resulted in ...,Groupon,Retail,1,6,3,5,2,0,5,0
3469,Groupon IPO Expected To Trade Nov. 4 On Nasdaq,Dow Jones News Service,10/21/2011,161,Daily deals site Groupon Inc. is planning to launch its initial public offering Nov. 4 on the Nasdaq. The Chicago company  which updated its Securities and Exchange Commission filing Friday morning  plans to price the deal Nov. 3 and begin ...,Groupon,Retail,1,6,3,0,0,0,1,0
3470,Other Deals Depend On Groupon's Debut,Dow Jones News Service,10/28/2011,758,,Groupon,Retail,1,6,3,0,0,0,1,0
3471,Groupon May Increase IPO Price Range -Bloomberg,Dow Jones News Service,10/28/2011,123,Groupon Inc. might raise the price range in its initial public offering because of higher-than- expected demand for the shares from investors  Bloomberg News reported Friday citing three people with knowledge of the ...,Groupon,Retail,1,6,3,4,0,0,0,0
3472,Groupon IPO Prices At $20 A Share  Above Range,Dow Jones News Service,11/3/2011,427,Daily deals website Groupon Inc. priced its initial public offering Thursday at $20 a share  above its expected range of $16 to $18. The company  which sold 35 million Class A shares of its stock--5 million more than it originally ...,Groupon,Retail,1,5,3,0,0,2,0,0
3473,Groupon IPO Is 2nd Largest For Net In 2011,Dow Jones News Service,11/4/2011,187,"Groupon's IPO Is 2nd Largest In US This Year "" published at 9:06 am EDT  failed to say that the IPO is the second-largest Internet IPO in US this year.",Groupon,Retail,2,6,3,0,0,0,0,1
3474,Groupon Opens Up 40% Post-IPO After Upsizing Deal,Dow Jones News Service,11/4/2011,907,Daily deals website Groupon Inc. (GRPN) had an early trading pop on its IPO Friday  paving the way for more new stocks to launch in the weeks ahead.,Groupon,Retail,2,6,3,0,0,0,0,0
3475,UPDATE:Groupon Opens Up 40% Post-IPO After Increasing Deal Size,Dow Jones News Service,11/4/2011,1045,--Offering's good first-day performance will help bankers launch more offerings --Groupon on track for best first-day performance since Teavana's debut in July,Groupon,Retail,2,6,3,0,0,3,2,0
3476,Groupon IPO Has Implications For American Express,Dow Jones News Service,11/4/2011,123,Groupon's (GRPN) IPO could affect the value of other daily-deal services  including Loyalty Partners  a service in which American Express (AXP) owns a controlling stake. Susquehanna analyst James Friedman estimated ...,Groupon,Retail,2,6,3,4,2,2,0,2
3477,Groupon Closes Up 30.6% Post-IPO After Upsizing Deal,Dow Jones News Service,11/4/2011,1035,--Offering's good first-day performance will help bankers launch more offerings in weeks ahead --Groupon had best first-day performance since Teavana's debut in July  which was a more normalized month for the IPO market,Groupon,Retail,2,6,3,0,0,3,2,0
3478,IPO OUTLOOK: Groupon Adds Sparkle; Dull Deals Lie Ahead,Dow Jones News Service,11/4/2011,634,,Groupon,Retail,2,6,3,0,0,2,1,2
3479,MARKET TALK: Groupon's IPO Is 2nd Largest In US This Year,Dow Jones News Service,11/4/2011,1138,The minimum-$700M of stock sold through Groupon's (GRPN) IPO is the second-most in the US this year  behind the $1.4B raised by Russian search engine Yandex's (YNDX) May IPO  Thomson Reuters says. It notes 20 of ...,Groupon,Retail,2,6,3,0,0,0,0,0
3480,Groupon Shares Veer Toward IPO Price,Dow Jones News Service,11/22/2011,125,Groupon (GRPN) shares veering dangerously close to the IPO price of $20. Shares down 12% at $20.86 recently  after sliding as low as $20.03 earlier. GRPN went public earlier this month following a tumultuous period of ...,Groupon,Retail,2,3,3,0,0,0,0,4
3481,Groupon IPO Could Price $1-2 Above Range -Reuters Groupon IPO Could Price $1-2 Above Range -Reuters,Dow Jones News Service,11/2/2011,141,DOW JONES NEWSWIRES Groupon Inc. could price shares in its initial public offering $1 or $2 above the current range of $16 to $18 per share  Reuters reported Wednesday  citing two investors who said they spoke with the lead underwriters.,Groupon,Retail,1,4,3,6,0,3,0,0
3482,All of Wall Street Crowds into Groupon IPO 14 Banks Crowd into Groupon IPO,Dow Jones News Service,7/14/2011,165,By Shira Ovide How do you know Groupon is going to be a hot IPO? When a grand total of 14 investment banks beg  borrow and ...,Groupon,Retail,1,5,3,2,0,0,3,1
3483,Groupon: We Don't Need the IPO Money Groupon: We Don't Need the IPO Money,Dow Jones News Service,7/14/2011,182,By Shira Ovide Sure  Groupon is planning a splashy IPO that may value the toddler tech company at $20 billion or so. But ...,Groupon,Retail,1,5,3,6,0,0,2,0
3484,Groupon IPO: The Financial Magic Under the Gun Groupon IPO: The Financial Magic Under the Gun,Dow Jones News Service,7/28/2011,472,By Shira Ovide Groupon has some 'splainin to do with the SEC about a convoluted financial metric it has used to ...,Groupon,Retail,1,5,3,0,2,0,0,0
3485,Groupon IPO: A Preview Groupon IPO: A Preview,Dow Jones News Service,10/21/2011,152,By Deal Journal When Groupon first filed to go public in June  everyone was screaming about a tech bubble all over again. ...,Groupon,Retail,1,6,3,0,0,0,0,2
3486,Groupon IPO Big Test for Banks Groupon IPO Set to Test Banks,Dow Jones News Service,10/22/2011,797,By Spencer E. Ante In some respects  the highly anticipated initial public offering of Groupon is just as much a test of the ...,Groupon,Retail,1,7,3,2,0,0,2,0
3487,Other Deals Depend On Groupon's Debut CORRECT: IPO OUTLOOK: Other Deals Depend On Groupon's Debut,Dow Jones News Service,10/28/2011,759,"(""IPO OUTLOOK: Other Deals Depend On Groupon's Debut "" at 10:46 a.m. EDT  misstated the price-to-book-value ratio in the seventh paragraph. The correct version follows: )",Groupon,Retail,1,6,3,0,0,0,5,0
3488,Groupon's IPO Pop Is Paltry by Dotcom Standards Groupon's IPO Pop Is Paltry by Dotcom Standards,Dow Jones News Service,11/4/2011,238,By Shira Ovide Groupon shares soared 40% or more in the company's first minutes as a public company. But the Groupon ...,Groupon,Retail,2,6,3,0,0,0,0,2
3489,Groupon IPO: Up 40% Out of the Gate Groupon IPO: Up 40% Out of the Gate,Dow Jones News Service,11/4/2011,329,By Shira Ovide Holy stock pop.,Groupon,Retail,2,6,3,0,0,0,0,0
3490,IPO OUTLOOK: Groupon Adds Sparkle  But Deals Ahead Look Dull IPO OUTLOOK: Groupon Adds Sparkle; Dull Deals Lie Ahead,Dow Jones News Service,11/4/2011,575,Groupon Inc.'s (GRPN) successful IPO on Friday eases the way for bankers to bring more companies public in the coming weeks  and the calendar is indeed filling up with deals -- but most are not going to grab investors' interest at ...,Groupon,Retail,2,6,3,5,0,2,7,2
3491,Groupon IPO: Now Among the Ten Biggest Chicago Companies Groupon IPO: Now Among the Ten Biggest Chicago Companies,Dow Jones News Service,11/4/2011,196,By Shira Ovide Watch your back  Boeing.,Groupon,Retail,2,6,3,0,0,0,0,0
3492,Groupon IPO: Wall Street Bank Shuffle Groupon IPO: Wall Street Bank Shuffle Groupon IPO: Wall Street Bank Shuffle,Dow Jones News Service,9/23/2011,181,By Shira Ovide Did J.P. Morgan just get a downgrade?,Groupon,Retail,1,6,3,0,0,0,2,0
3493,Groupon Loves Satire. Except When It's About Their IPO Groupon Loves Satire. Except When It's About Their IPO Groupon Loves Satire. Except When It's About...,Dow Jones News Service,10/25/2011,345,By Shira Ovide Groupon is known for its wacky irreverence. But the company's lawyers apparently don't appreciate ...,Groupon,Retail,1,3,3,4,0,2,6,1
3494,Groupon IPO Launches! Valuation $12.7 Billion Groupon IPO Launches! Valuation $12.7 Billion Groupon IPO Launches! Valuation $12.7 Billion,Dow Jones News Service,11/3/2011,267,By Shira Ovide We've been waiting since June  through high drama about black magic financial metrics  blabby ...,Groupon,Retail,1,5,3,2,4,0,2,0
3495,Groupon IPO: Still Less Money Than All Those Private Stock Sales Groupon IPO: Still Less Money Than All Those Private Stock Sales Groupon IPO: Still Less Money Than All Those Private Stock Sales,Dow Jones News Service,11/4/2011,412,By Shira Ovide Yes  Groupon just raised at least $700 million to fund its ambitions  and to shower itself in the prestige ...,Groupon,Retail,2,6,3,6,4,0,3,0
3496,Groupon IPO: Up 40% Out of the Gate Groupon IPO: Up 50% Out of the Gate Groupon IPO: Up 50% Out of the Gate Groupon IPO: Up 50% Out of the Gate Groupon IPO: Up 50% Out of the Gate,Dow Jones News Service,11/4/2011,271,By Shira Ovide Holy stock pop.,Groupon,Retail,2,6,3,0,0,0,0,0
3497,After Spurning Groupon's Offer  China's LaShou Files For IPO China's 'Groupon' Files for U.S. IPO,Dow Jones News Service,10/28/2011,267,LaShou Group Inc.  a Chinese group-buying company that once spurned a buyout offer from Groupon Inc.  filed with U.S. regulators Friday for an initial public offering.,Groupon,Retail,1,6,3,0,0,0,0,4
3498,Groupon Files Registration Statement for IPO,Entertainment Close-Up,6/9/2011,245,,Groupon,Retail,1,5,4,0,0,0,0,0
3499,Groupon IPO- Can it Outlast the Competition?,Exec Digital,11/4/2011,265,U.S.  Nov. 4 -- Sometimes nerds really know how to party. And party Andrew Mason is going to do  after his daily deal company Groupon went public today  becoming the largest United States internet company with a public offering. Raising ...,Groupon,Retail,2,6,4,4,0,0,1,0
3500,Groupon's math is cause for scrutiny ahead of IPO; INVESTORS WON'T FIND anything useful about bizarre profitability metric; Viewpoint,Fulton County Daily Report (Atlanta),8/8/2011,786,ABOUT FIVE MILES SOUTH of Groupon Inc.'s headquarters  at U.S. Cellular Field  there's a veteran baseball player for the Chicago White Sox named Adam Dunn who is having a remarkable season. All he needs is a little help putting ...,Groupon,Retail,1,2,4,6,4,1,4,0
3501,Groupon sees strong IPO despite viability questions,Futures,11/7/2011,271,Groupon Deal of the Day: Stock at $20. Groupon  the daily-deals site  made its debut on the NASDAQ Friday  with shares trading well above the IPO price of $20 a share  which also above the $16-18 range that the company set two weeks ago. At ...,Groupon,Retail,2,2,4,0,2,5,1,0
3502,Groupon files for much-awaited IPO,Gannett News Service,6/2/2011,408,,Groupon,Retail,1,5,3,0,0,0,0,0
3503,Groupon IPO may arrive Nov. 4,Gannett News Service,10/23/2011,421,By Matt Krantz USA TODAY Investors will soon find out if the comatose IPO market can snap back to life. Since midsummer there's been little demand for newly public companies  but now hopes are high that the initial public offering of ...,Groupon,Retail,1,1,3,2,2,0,2,0
3504,Groupon files for much-awaited IPO Groupon files for much-awaited IPO,Gannett News Service,6/2/2011,399,By Scott Martin USA TODAY Groupon  the company that kicked off the online daily-deals mania  has launched its own deal: The start-up plans to go public.,Groupon,Retail,1,5,3,0,0,0,1,1
3505,Groupon  Inc. to Ring The NASDAQ Stock Market Opening Bell in Celebration of their Initial Public Offering (IPO),GlobeNewswire,11/4/2011,444,ADVISORY  Nov. 4  2011 (GLOBE NEWSWIRE) -- What: Groupon  Inc.  a local e-commerce marketplace that connects merchants to consumers by offering goods and services at a discount  will visit the NASDAQ MarketSite in New York City's Times ...,Groupon,Retail,2,6,3,0,0,0,1,0
3506,Groupon Files for $750 Million IPO,Grand Forks Herald,6/3/2011,202,CHICAGO - Daily deals juggernaut Groupon Inc. has filed a prospectus for an initial public offering of up to $750 million  ending months of speculation about when the Chicago-based company would go public.,Groupon,Retail,1,6,4,4,0,0,0,0
3507,Groupon Could Find IPO a Tough Sale,HedgeWorld News,10/24/2011,742,CHICAGO (Reuters)âGroupon Inc. faces its toughest sales pitch this week when the daily deals website launches a road show to persuade investors to buy shares in its initial public offering.,Groupon,Retail,1,2,4,4,0,1,1,0
3508,Groupon Tells IPO Skeptics it Can Fend Off Rivals,HedgeWorld News,10/27/2011,737,BOSTON (Reuters)âDaily deals site Groupon told potential investors on Wednesday [Oct. 27] it can fend off competitors  but many portfolio managers told Reuters they were skeptical.,Groupon,Retail,1,5,4,0,1,1,1,2
3509,Groupon IPO to Test Nascent Private Stock Markets,HedgeWorld News,11/2/2011,1096,SAN FRANCISCO (Reuters)âGroupon Inc.'s IPO may be the biggest test yet for the nascent private stock exchanges that allow investors to trade the shares of hot start-ups like Facebook Inc. before they go public.,Groupon,Retail,1,4,4,2,0,1,2,0
3510,Groupon Raises $700 Million in Massive IPO,HedgeWorld News,11/4/2011,673,CHICAGO (Reuters)âGroupon Inc. raised $700 million after increasing the size of its initial public offering  becoming the largest IPO by an Internet company since Google Inc. raised $1.7 billion in 2004.,Groupon,Retail,2,6,4,2,0,0,0,0
3511,Zynga  Groupon Founders Strengthen Voting Power Ahead of Planned IPO,Hollywood Reporter,10/28/2011,378,NEW YORK - The founders of social video gaming giant Zynga and online deal provider Groupon Â have boosted heir voting clout over regular shareholders ahead of their IPOs that are expected in the coming weeks  the Wall Street Journal ...,Groupon,Retail,1,6,4,2,0,2,2,0
3512,Groupon has deal for you: an IPO of up to $750 million; Coupon firm files with SEC  'looking forward' to going public,Houston Chronicle,6/3/2011,422,PANDORA IS TAKING ITS TURN  TOO Pandora Media  the Internet-music company that's lost $92.1 million since it started in 2000  seeks to raise as much as $123.2 million in a U.S. initial public offering.,Groupon,Retail,1,6,4,6,0,0,1,3
3513,Groupon files for IPO,Internet Business News,6/3/2011,103,Local e-commerce marketplace company Groupon reported on Thursday that it has filed a registration statement on Form S-1 with the US Securities and Exchange Commission for a proposed initial public offering (IPO) of its Class A common ...,Groupon,Retail,1,6,4,0,0,0,0,0
