,Text,Label,Label180
2724,"NEW YORK â€” The company behind Snapchat, a teen-oriented social network famous for its quickly disappearing messages, has filed for what could be one of the largest tech IPOs in years.",Negative,Negative
2725,"NEW YORK - The company behind Snapchat, a teen-oriented social network famous for its quickly disappearing messages, has filed for what could be one of the largest tech IPOs in years.",Negative,Negative
2726,NEW YORK (AP) - Snapchat parent Snap Inc. started its official bid to go public last Halloween. Now investors get to learn whether they're in for a trick or a treat.,Negative,Negative
2733,"Snapchat's parent company, Snap Inc., priced its initial public offering on Wednesday, March 1, at $17 per share, higher than the $14-$16 per share range initially suggested weeks ago, the Wall Street Journal reported, citing sources ...",Negative,Negative
2734,"The initial public offering of Snap Inc., the developer of the popular disappearing-message app Snapchat, captured the imagination of the markets, raising more than all U.S. tech IPOs put together in 2016 as investors bet on its growth ...",Negative,Negative
2738,"Shares of Snapchat parent Snap Inc. jumped 44% in their IPO market debut Thursday, showing investors have an unfailing appetite for buzzy, if unprofitable, Internet firms â€” especially after a dry spell.",Negative,Negative
2739,"Good morning! It's Thursday, March 2, 2017 and here's your Morning Scoop of news and other stuff. Subscribe to add the Scoop to your email inbox. It's easy.",Negative,Negative
2744,"NEW YORK - The company behind Snapchat, a teen-oriented social network famous for its quickly disappearing messages, has filed for what could be one of the largest tech IPOs in years.",Negative,Negative
2747,"Snap Inc., owner of the popular disappearing-messages service Snapchat, seeks to raise up to $3 billion in an initial public offering. That number may change based on investor demand. Facebook raised $16 billion when it went public in 2012.",Negative,Negative
2748,NEW YORK â€” Snapchat parent Snap Inc. started its official bid to go public last Halloween. Now investors get to learn whether they're in for a trick or a treat.,Negative,Negative
2749,NEW YORK â€” The parent company of the social network Snapchat is valuing itself at up to $22 billion as it prepares for the tech industry's biggest initial public offering in years.,Negative,Negative
2752,"Like many technology entrepreneurs, the founders of Snap Inc. want to retain management control of the messaging-app company, even as they sell shares to the public.",Negative,Negative
2753,"The banks managing Snap Inc.'s initial public offering are set to share 2.5% of the money raised in the deal, according to people familiar with the matter, a relatively low rate that indicates the popular technology company's leverage in ...",Negative,Negative
2754,"As Snap Inc. woos Wall Street ahead of its initial public offering, the parent of the popular messaging app is also spending plenty of time courting another constituency: advertisers on Madison Avenue.",Negative,Negative
2755,"Snap Inc. plans to list its highly anticipated initial public offering on the New York Stock Exchange, in a big competitive victory for the Big Board, according to people familiar with the decision.",Negative,Negative
2756,"Snap Inc. plans to list its highly anticipated initial public offering on the New York Stock Exchange, in a big competitive victory for the Big Board, according to people familiar with the decision.",Negative,Negative
2757,"Snap Inc. lifted the veil on its highly anticipated initial public offering, revealing a business that is growing at a torrid clip but that also faces challenges keeping users engaged, attracting new onesâ€”and justifying a valuation that ...",Negative,Negative
2758,"Snap Inc. lifted the veil on its highly anticipated initial public offering, revealing a business that is growing at a torrid clip but that also faces challenges keeping users engaged, attracting new ones -- and justifying a valuation that ...",Negative,Negative
2759,"Two years ago, as Facebook Inc. was struggling to get its users to post more, the social-media giant turned for inspiration to a messaging app called Snapchat.",Negative,Negative
2760,"Two years ago, as Facebook Inc. was struggling to get its users to post more, the social-media giant turned for inspiration to a messaging app called Snapchat.",Negative,Negative
2761,"Snap Inc. set a valuation for itself between $19.5 billion and $22.2 billion, according to people familiar with the matter, as the disappearing-message app company nears its landmark initial public offering.",Negative,Negative
2762,"Snap Inc. confirmed that it has set a valuation for itself of between $19.5 billion and $22.2 billion, as the disappearing-message app company nears its landmark initial public offering.",Negative,Negative
2764,"Snap Inc. priced its initial public offering above expectations Wednesday, as investors clamored for a piece of the biggest technology IPO in the U.S. since Alibaba Group Holding Ltd. made its debut in 2014.",Negative,Negative
2765,"In his quest to help his legacy media company chase elusive young viewers, NBCUniversal Chief Executive Steve Burke found himself sending ""snaps"" to business partners and meeting with executives younger than his children.",Negative,Negative
2766,"Snapchat, the social-media platform owned by Snap Inc., is all the rage among millennials. The company's newly public stock is too. Trading activity on Robinhood, an online brokerage platform, jumped by half on Thursday as Snap began ...",Negative,Negative
2767,"Snap Inc., the parent company of Snapchat, is scheduled to report quarterly earnings, its first since going public in March, after the market closes on Wednesday. Here are the key points to watch:",Negative,Negative
2768,"Snapchat owner files for IPO, seeks $3 billion Snap, owner of the popular disappearing-messages service Snapchat, seeks to raise up to $3Â billion in an initial public offering.",Negative,Negative
2769,"When Snap Inc., the parent company of the popular ephemeral messaging app Snapchat,Â filed for its initial public offering earlier this month, it included the usualÂ list of risk factors investors mightÂ want to consider when investing: Over ...",Negative,Negative
2770,"Snap, the parent company of the popular social-media app Snapchat, had a blissfully smooth IPO process that exceeded expectations. But it turns out some of the company's new investors may be as fleeting as the messages that users share on ...",Negative,Negative
2772,"Snap Inc. has beaten the price target for its shares when it goes public, setting its shares at $17. At that rate, the ephemeral messaging app-turned-camera company would be valued at $24 billion.",Negative,Negative
2773,"Snap, the parent company of white-hot communications app Snapchat, filed public documents for its initial public offering, the first major tech IPO this year and the biggest U.S. tech IPO since Facebook.",Negative,Negative
2774,"Shares of Snapchat parent Snap Inc. jumped 44% in their IPO market debut Thursday, showing investors have an unfailing appetite for buzzy, if unprofitable, Internet firms -- especially after a dry spell.",Negative,Negative
2775,"LOS ANGELES -- After the biggest U. S. tech IPO in two years, it's time for Snap's second act. Its first earnings report, due late Wednesday, will give investors a look at whether the Snapchat parent -- best known for the app that overlays ...",Negative,Negative
2776,"Saint Leo University; Saint Leo, FL - people By Lydia Wallace In its filing, the company described itself as a portfolio company for Snapchat, the photo- and video-sharing app, and Spectacles, the glasses that take short films for posting on ...",Negative,Negative
2777,"Saint Leo University; Saint Leo, FL - business By Snap, the parent company of the ephemeral messaging service Snapchat, outstripped expectations for its stock market debut Thursday, closing at $24.48 per share for a value of approximately $28...",Negative,Negative
2778,"Middlebury College ; Middlebury, VT - article-categories By Jackson Adams This past week, newspapers were awash with articles about the IPO of Snapchat's parent company, Snap Inc., which makes now the perfect time to explain the juicy, ...",Negative,Negative
2779,"Brock University ; St. Catharines, ON - news By Joanna Ward When Snap Inc., the parent company of the popular social media app SnapChat, announced that they were going public, it was generally assumed that they would do well. However, early ...",Negative,Negative
2781,Twitter filing for an initial public offering the same week Facebook's stock hit an all-time high looks like more than just an interesting coincidence.,Positive,Negative
2782,"Twitter is finally set to go public this weekâ€”but even if you have no interest in investing in the company, the whole run-up to its IPO has been incredibly illuminating. We've learned a lot about Twitter not only because of things it's had ...",Positive,Negative
2783,Twitter  revealed late Thursday afternoon that its much-anticipated initial public offering has been set in motion. The San Francisco-based tech giant announced the move withâ€”what else?â€”a tweet.,Positive,Negative
2784,Can Twitter's mobile ads explode and become a revenue bedrock like they have with Facebook? Will Twitter ever attract Facebook's herd of direct-response marketers and local businesses?,Positive,Negative
2785,"That blue Twitter bird should be saying, â€œcheap, cheap.â€ The stock and value of the company are looking low to some, as the company prices shares ahead of its public offering set for early November.",Positive,Negative
2786,"First things first: It's going to be a while before Twitter shares are trading on Wall Street. For those looking to get in on the ground floor,  USA Today has this piece   offering some hope that Twitter will follow Facebook's lead and offer ...",Positive,Negative
2787,"Unlike Mark Zuckerberg, who remains the face of social networking rival Facebook as CEO, Twitter's creators have left the company's day-to-day operations for new entrepreneurial pursuits.",Positive,Negative
2789,Will Twitter look at acquisitions after raising $1.82 billion with its initial public offering? Will a secondary offering come? Take a look in this video from Bloomberg.,Positive,Negative
2790,There are lots of reasons Twitter's stock immediately shot up 70-plus percent in the opening moments of trading Thursday. Opening at $45.10 was largely viewed on Wall Street as a big success. Contrast that to Facebook's IPO last year: No ...,Positive,Negative
2791,(This story has been posted on The Wall Street Journal Digital Network's AllThingsD site at http://allthingsd.com/ ) By Mike Isaac Going public ain't easy. And no tech company CEO of late knows that better than Mark Zuckerberg.,Positive,Negative
2792,(This story has been posted on The Wall Street Journal Digital Network's AllThingsD site at http://allthingsd.com/) By Mike Isaac Going public ain't easy. And no tech company CEO of late knows that better than Mark Zuckerberg.,Positive,Negative
2793,(This story has been posted on The Wall Street Journal Digital Network's AllThingsD site at http://allthingsd.com/ ) By Mike Isaac The long-awaited day has come.,Positive,Negative
2794,(This story has been posted on The Wall Street Journal Digital Network's AllThingsD site at http://allthingsd.com/ ) By Mike Isaac The long-awaited day has come.,Positive,Negative
2795,(This story has been posted on The Wall Street Journal Digital Network's AllThingsD site at http://allthingsd.com/) By Mike Isaac The long-awaited day has come.,Positive,Negative
2796,(This story has been posted on The Wall Street Journal Digital Network's AllThingsD site at http://allthingsd.com/) By Mike Isaac The long-awaited day has come.,Positive,Negative
2797,(This story has been posted on The Wall Street Journal Digital Network's AllThingsD site at http://allthingsd.com/ ) By Liz Gannes Team AllThingsD popped up all over the airwaves and the Interwebs during this big week of tech news. Want to ...,Positive,Negative
2798,"(This story has been posted on The Wall Street Journal Digital Network's AllThingsD site at http://allthingsd.com/ ) By Eric Johnson In case you missed anything, here's a quick roundup of some of the news that powered AllThingsD this week:",Positive,Negative
2799,(This story has been posted on The Wall Street Journal Digital Network's AllThingsD site at http://allthingsd.com/) By Liz Gannes Team AllThingsD popped up all over the airwaves and the Interwebs during this big week of tech news. Want to ...,Positive,Negative
2800,(This story has been posted on The Wall Street Journal Digital Network's AllThingsD site at http://allthingsd.com/ ) By Kara Swisher Did you know Twitter actually filed its IPO documents in mid-July?,Positive,Negative
2801,(This story has been posted on The Wall Street Journal Digital Network's AllThingsD site at http://allthingsd.com/ ) By Kara Swisher Did you know Twitter actually filed its IPO documents in mid-July?,Positive,Negative
2802,"(This story has been posted on The Wall Street Journal Digital Network's AllThingsD site at http://allthingsd.com/) By Kara Swisher There's no question that the Twitter board is full of accomplished and competent directors, perhaps more so ...",Positive,Negative
2803,(This story has been posted on The Wall Street Journal Digital Network's AllThingsD site at http://allthingsd.com/) By Telis Demos and Dana Cimilluca,Positive,Negative
2804,(This story has been posted on The Wall Street Journal Digital Network's AllThingsD site at http://allthingsd.com/) By Telis Demos and Dana Cimilluca,Positive,Negative
2805,(This story has been posted on The Wall Street Journal Digital Network's AllThingsD site at http://allthingsd.com/) By Kara Swisher Here I am on Thursday in my office in the hipster SOMA neighborhood of San Francisco on one of the few sunny ...,Positive,Negative
2806,(This story has been posted on The Wall Street Journal Digital Network's AllThingsD site at http://allthingsd.com/  ) By Kara Swisher Not even a government shutdown could stop Twitter from its appointed IPO.,Positive,Negative
2807,(This story has been posted on The Wall Street Journal Digital Network's AllThingsD site at http://allthingsd.com/  ) By Kara Swisher Not even a government shutdown could stop Twitter from its appointed IPO.,Positive,Negative
2808,(This story has been posted on The Wall Street Journal Digital Network's AllThingsD site at http://allthingsd.com/) By Kara Swisher Here I am on Thursday in my office in a hipster SOMA neighborhood of San Francisco on one of the few perfectly ...,Positive,Negative
2809,(This story has been posted on The Wall Street Journal Digital Network's AllThingsD site at http://allthingsd.com/ ) By Kara Swisher Not even a government shutdown could stop Twitter from its appointed IPO.,Positive,Negative
2810,(This story has been posted on The Wall Street Journal Digital Network's AllThingsD site at http://allthingsd.com/) By Kara Swisher Not even a government shutdown could stop Twitter from its appointed IPO.,Positive,Negative
2811,(This story has been posted on The Wall Street Journal Digital Network's AllThingsD site at http://allthingsd.com/) By Kara Swisher Here I am on Thursday in my office in the hipster SOMA neighborhood of San Francisco on one of the few sunny ...,Positive,Negative
2812,"MARKETS AT A GLANCE: 
 
                         LAST          CHANGE                  %CHG 
Japan: Nikkei 225        14157.25      -13.24                  -0.09% 
Hang Seng                23214.40       229.92                 1.00% ...",Positive,Negative
2813,(This story has been posted on The Wall Street Journal Digital Network's AllThingsD site at http://allthingsd.com/ ) By Kara Swisher Not even a government shutdown could stop Twitter from its appointed IPO.,Positive,Negative
2814,"(This story has been posted on The Wall Street Journal Digital Network's AllThingsD site at http://allthingsd.com/) By Tom Gara At 4:45 p.m. on Thursday, the Twitter account for Mashable-one of the earliest movers into the now endless world ...",Positive,Negative
2815,"(This story has been posted on The Wall Street Journal Digital Network's AllThingsD site at http://allthingsd.com/) By Tom Gara At 4:45 p.m. on Thursday, the Twitter account for Mashable-one of the earliest movers into the now endless world ...",Positive,Negative
2816,(This story has been posted on The Wall Street Journal Digital Network's AllThingsD site at http://allthingsd.com/) By Telis Demos Twitter is parlaying its surging popularity and the intense competition among banks for Internet deals to ...,Positive,Negative
2817,(This story has been posted on The Wall Street Journal Digital Network's AllThingsD site at http://allthingsd.com/) By Telis Demos Twitter is parlaying its surging popularity and the intense competition among banks for Internet deals to ...,Positive,Negative
2818,"Atwitter About Twitter: The social-media network that's an unholy hybrid of news, opinions and procrastination priced its much-awaited initial public offering at $26 per share, above its underwriters' estimated range, for an initial ...",Positive,Negative
2819,"The Bird Is the Word: The Morning Scan is as sick of hearing about the Twitter IPO as you probably are, but it still dominates business news pages this morning. The social network's shares jumped nearly 75% on their first day of trading, in ...",Positive,Negative
2820,"FINDINGS SHOW THAT CLOSE TO FIFTY PERCENT OF AMERICANS DO NOT THINK THE MICRO-BLOGGING SITE WOULD BE A GOOD INVESTMENT 
 
MORE THAN 4 IN 10 TWITTER USERS HAVE NOTICED PROMOTED CONTENT ON THE SITE AND A MAJORITY OF THEM 'LURK' RATHER THAN ...",Positive,Negative
2821,"Just days ahead of the Twitter IPO, a new AP-CNBC poll found that investors have a skeptical outlook on whether investing in the social media company is a good idea, as well as its prospects for long-term success.",Positive,Negative
2822,Twitter is so deeply ingrained in the cultural conversation that its initial public offering is likely to be a hot topic on its trend-setting service for the next few months. Its stock market debut is also likely to be the most scrutinized ...,Positive,Negative
2823,"The Asbury Park Press digital staff provides the top online trends for Thursday, Nov. 7 on APP.com and around the web: Twitter soars in market debut: Shares of Twitter went on sale to the public for the first time Thursday, instantly leaping ...",Positive,Negative
2824,Weather *Partly cloudy skies and a high of 83 degrees are forecast for Atlanta on Friday. Click here   to view a seven-day forecast from Atlanta Business Chronicle broadcast partner WXIA-TV.,Positive,Negative
2825,Weather *Rain likely until around noon. Partly cloudy skies throughout the afternoon. High temperature: 65 degrees. Click here to view a seven-day forecast from Atlanta Business Chronicle broadcast partner WXIA-TV.,Positive,Negative
2826,"Quartz Twitter, which launched in 2006 as a simple text-messaging service that was frequently dismissed as frivolous, then grew into a viable business with 2,000 employees and hundreds of millions of users,Â just filed paperworkÂ to become a ...",Positive,Negative
2827,"Internet stocks are heating up again, just as Twitter is preparing to turn up the temperature with its highly anticipated IPO. Consider what's happened in the past month: The once-scorned stocks of Netflix and Facebook have soared to new ...",Positive,Negative
2828,Twitter has unsealed the documents for its planned initial public offering of stock and says it hopes to raise up to $1 billion in one of the year's most eagerly awaited stock market debuts.,Positive,Negative
2829,"The New York Stock Ex-change says its test run of Twit-ter's initial public offering Saturday was a success, as the exchange takes pains to avoid the technical problems that marred Facebook's debut.",Positive,Negative
2831,Twitter has set a price range of $17 to $20 per share for its initial public offering and says it could raise as much as $1.6 billion in the process. The pricing is relatively conservative considering that Twitter is poised to pull off the ...,Positive,Negative
2833,Twitter's plans for a public stock offering has a Baltimore connection. T. Rowe Price Group Inc. was  one of the early investors  in the popular social media site in 2009.,Positive,Negative
2834,T. Rowe Price Group Inc. funds could see their stock in Twitter Inc. worth close to $297.5 million when shares of the micro-blogging service begins trading Thursday.,Positive,Negative
2835,(This story has been posted on Barron's Online's Tech Trader Daily blog at http://blogs.barrons.com/techtraderdaily/) By Tiernan Ray Social networking star Twitter a short while ago said it filed for an IPO with the Securities and Exchange ...,Positive,Negative
2836,(This story has been posted on Barron's Online's Emerging Markets Daily at http://blogs.barrons.com/emergingmarketsdaily/  ) By Shuli Ren Exciting news: Twitter has f iled for an IPO.,Positive,Negative
2837,"No one knows better than Twitter that careless remarks have a way of spreading like wildfire on the 'Net. Perhaps to control the conversation, then, the seven-year-old social-networking outfit last week took the unusual step of tweeting, ...",Positive,Negative
2838,"No one knows better than Twitter that careless remarks have a way of spreading like wildfire on the 'Net. Perhaps to control the conversation, then, the seven-year-old social-networking outfit last week took the unusual step of tweeting, ...",Positive,Negative
2839,"(This story has been posted on Barron's Online's Tech Trader Daily blog at http://blogs.barrons.com/techtraderdaily/) By Tiernan Ray After teasing last month that it had filed for an initial public offering, Twitter this evening filed the ...",Positive,Negative
2840,"(This story has been posted on Barron's Online's Tech Trader Daily blog at http://blogs.barrons.com/techtraderdaily/) By Tiernan Ray After teasing last month that it had filed for an initial public offering, Twitter this evening filed the ...",Positive,Negative
2841,"Fidelity Investments fund manager Peter Lynch famously advised, ""Invest in what you know."" On that basis, Twitter has a potential audience of more than 230 million individual investors for its initial public offering, which the company ...",Positive,Negative
2842,"Twitter's initial public offering, scheduled for Wednesday, looks to be one hot deal. The stock sale has four elements that are key to a well-received IPO: a relatively small size, strong growth prospects, a huge perceived investment ...",Positive,Negative
2843,"Thinking about buying shares of Twitter when it starts trading Thursday morning on the New York Stock Exchange? Well go ahead, but don't expect to be getting much of a value. That's certainly the conclusion of several different financial ...",Positive,Negative
2844,"It takes a lot to yank my brain away from Apple-related stuff just after an iThing product announcement. Something like, say, Twitter announcing it's going to hold an initial public offering.",Positive,Negative
2845,"LOS ANGELES - They loved it. Now they hate it. A growing number of celebrities, athletes and selfpromoters are burnt out and signing off of Twitter. Many have gotten overwhelmed.",Positive,Negative
2846,"Twitter Inc. (NYSE: TWTR) revealed its initial public offering valuation of $11B, a more conservative valuation than analysts expectation of $15B.",Positive,Negative
2847,"In a report published Thursday, Topeka Capital Markets analyst Victor Anthony initiated coverage on Twitter (NYSE: TWTR ) with a $54.00 price target.",Positive,Negative
2848,"Internet stocks are heating up again, just as Twitter is preparing to turn up the temperature with its highly anticipated IPO. Consider what's happened in the past month: The once-scorned stocks of Netflix and Facebook have soared to new ...",Positive,Negative
2849,"Twitter, a privately held company built on blurbs, has finally laid itself bare in documents that read more like a treatise than a tweet. The roughly 800-page filing Twitter Inc. released late Thursday on its way to an eagerly anticipated ...",Positive,Negative
2850,Twitter is hoping to raise $1 billion in an initial public stock offering. What does it mean to the music business? Not a whole lot. An IPO is a confirmation of a company's revenue-generating capabilities and business model. Twitter would ...,Positive,Negative
2852,"Twitter said on Wednesday afternoon that it sold its first 70 million public shares of stock at $26, $1 above the upgraded range it set on Monday.",Positive,Negative
2853,"In a move to steer clear of Facebook's IPO pitfalls, Twitter said Thursday that its initial public offering would sell shares between $17 and $20.",Positive,Negative
2854,"Twitter revealed plans to raise up to $1 billion in an IPO filing on Thursday, giving the most extensive look yet at how the social media giant is doing,  the Silicon Valley Business Journal reports.",Positive,Negative
2856,"Twitter Inc.'s $10.9 billion initial public offering valuation is as economical as its 140-character tweets. The San Francisco-based company is seeking a valuation of 9.5 times 2014 sales in its IPO next month, according to ...",Positive,Negative
2857,"Twitter has finally announced its long-awaited IPO, and early estimates are pegging the company's value at up to 160 times what its earliest institutional investors bought in for, back in 2007.",Positive,Negative
2858,"The potential for whopping returns may be central to venture capital, but rarely do you hear of the 640X return for a VC firm. You could be hearing about that soon, however, for Charles River Ventures, a VC firm with offices in Cambridge and ...",Positive,Negative
2859,"Twitter publicly disclosed its filing of IPO intentions  on Thursday, and listed Boston-based Spark Capital among several venture firms which own about 5 percent of its stock.",Positive,Negative
2860,"Twitter unveiled its IPO plan  on Thursday, and the filing contains new details about the company's involvement with Boston-area investors and startups.",Positive,Negative
2861,"Twitter expects to sell shares in its forthcoming IPO in the range of $17 to $20 a share, which would value the company at $10.9 billion at the top end of the range, the company reported in an update to its SEC filing Thursday .",Positive,Negative
2862,"Twitter expects to sell shares in its IPO this week in the range of $23 to $25, the company reported in an update to its SEC filing Monday . That's up from the previously expected range of $17 to $20 a share.",Positive,Negative
2863,"Shares in Twitter were up about 75 percent â€” to about $45 â€” as of 11:15 a.m. Thursday, as trading began following the firm's IPO Wednesday. Twitter (NYSE: TWTR) had priced shares in the IPO at $26 a piece, which gave early venture investor ...",Positive,Negative
2864,"Twitter priced its initial public offering shares at $26 a piece Wednesday, the company announced in a tweet. The IPO gives early venture investor Spark Capital of Boston a stake worth about $843 million, and also sets up a major payday for ...",Positive,Negative
2865,Twitter's post-IPO future will almost certainly bring changes to a social network that has already seen plenty since it began in 2006 as an offshoot of a struggling podcasting startup.,Positive,Negative
2866,"On IPO, Twitter is learning from Facebook's mistakes SAN FRANCISCO - Twitter is so deeply ingrained in the cultural conversation that its initial public offering is likely to be a hot topic on its trend-setting service for the next few ...",Positive,Negative
2867,"SAN FRANCISCO - Internet stocks are heating up again, just as Twitter is preparing to turn up the temperature with its highly anticipated IPO.",Positive,Negative
2868,"NEW YORK - Twitter Inc. didn't need more than 140 characters to tell the world it was going public. With Thursday's regulatory filing to raise up to $1 billion by selling stock, it became an open book.",Positive,Negative
2869,"SAN FRANCISCO - Twitter, a privately held company built on blurbs, has finally laid itself bare in documents that read more like a treatise than a tweet.",Positive,Negative
2870,"Twitter tunes in to TV partnerships ahead of IPO NEW YORK - People don't just watch TV anymore; they talk about it on Twitter. From the comfort of couches, they share reactions to touchdowns and nail-biting season finales - and advertisers ...",Positive,Negative
2871,"Chris Sacca Silicon Valley investor and Lockport native Chris Sacca had a uniquely Buffalo way of celebrating Twitter's initial public stock offering, which catapulted the value of his investment in the social network to around $1 billion ...",Positive,Negative
2872,Twitter eyes low IPO fees (Video),Positive,Negative
2873,Twitter seeks to raise up to $1.4 billion in IPO (Video),Positive,Negative
2874,"Beware before taking a flier on Twitter's IPO, Abercrombie stocking larger sizes, Weber Grill Restaurants expanding to Ohio, marriage equality in the spotlight, Crew's new coach takes GM duties, and several former Jackets returning as ...",Positive,Negative
2875,"Chegg Inc., an online textbook company that operates its fulfillment center in Shepherdsville, didn't have Twitter-like success on its opening day of trading.",Positive,Negative
2876,"Other Survey Highlights: 
   -- Near-term bullish sentiment is highest since July 2007 
 
   -- No tellin' on Ms. Yellen: investors are on the fence about Yellen 
      appointment 
 
   -- Quarterly earnings overtake interest rates as #1 ...",Positive,Negative
2877,"SAN FRANCISCO â€” Twitter's market debut will be the most anticipated initial public offering since Facebook listed last year, and the microblogging service is making sure to avoid some of its rival's pitfalls.",Positive,Negative
2878,"SAN FRANCISCO â€” Twitter Inc. settled on $26 a share for its initial public offering late Wednesday, above its already-higher target range. Twitter reached the decision after a lengthy debate between the underwriters and company executives.",Positive,Negative
2881,"NEW YORK - Twitter has set a price of $26 for its initial public offering of stock, which means the company's shares can begin trading today on the New York Stock Exchange.",Positive,Negative
2882,"NEW YORK - Hilton is back, and in a big way. The hotelier, which went private in 2007, on Wednesday priced its initial public offering at $20 per share. The company and a shareholder sold 117.6 million shares, about 5 million more than ...",Positive,Negative
2883,"Twitter Inc.'s initial public stock offering was a smash hit on Wall Street Thursday, closing at $44.90,  just below where it started in the morning and up about 73 percent from the $26 price the company set Wednesday evening, when it sold ...",Positive,Negative
2885,NEW YORK -- Twitter has unsealed the documents for its planned initial public offering of stock and says it hopes to raise up to $1 billion.,Positive,Negative
2886,Twitter made the surprise announcement that it planned to sell stock to the public as only Twitter could: in less than 140 characters. It revealed Thursday in a tweet that it had filed the initial paperwork for a public offering. A second ...,Positive,Negative
2887,"Call it the anti-Facebook IPO. It may be the most hotly anticipated initial public stock offering since Facebook. But Twitter is doing all it can to distance itself from the Facebook fiasco, which has become a case study on how not to take ...",Positive,Negative
2888,"Celebrity chef Mario Batali landed on a new promotional platform last week, one that was regulatory rather than razzle-dazzle: the opening pages of Twitter's 234-page document on its initial public offering.",Positive,Negative
2889,Twitter sought to drum up investor interest this week for its initial public offering by talking about mobile growth and advertising capacity. Notably absent from the list: profit.,Positive,Negative
2890,"If the initial public offering of Twitter had to be summed up in one of the company's famously pithy tweets, this would be it: The timing couldn't be better.",Positive,Negative
2892,"Twitter's shares nearly doubled in its public trading debut on Thursday, making it the second-largest internet IPO in the US since Facebook's $16 billion offering 18 months ago.",Positive,Negative
2893,Source: Twitter IPO Expected to Price After Market Close Nov. 14 But Date Is 'Fluid' -CNBC,Positive,Negative
2895,"NEW YORK (CNNMoney) -- The U.S. government is shut down, but that won't stop Twitter from posting its documents on a government website for an upcoming initial public offering.",Positive,Negative
2896,"Pure Romance controversy, Piada expansion, Cincinnati mall for sale, Twitter's IPO, Trader Joe's Obamacare decision, Blue Jackets training camp, women getting the better of men, and more in today's top headlines.",Positive,Negative
2897,By a News Reporter-Staff News Editor at Computer Weekly News -- A new study shows that high income online shoppers almost completely ignore social media marketing. But a third of high income shoppers say that ...,Positive,Negative
2898,"SAN FRANCISCO -- Even as it denies it has plans to go public, Twitter has reportedly hired a stock administration analyst whose former job at Zynga was to help crank up an IPO for the social gaming site.",Positive,Negative
2899,"Twitter co-founder Jack Dorsey, working at a podcasting startup called Odeo, develops Twitter as an in-house messaging service. On March 21 Dorsey publishes the first tweet ever: ""just setting up my ...",Positive,Negative
2900,"Although it stands to raise hundreds of millions of dollars from its IPO, Twitter hasn't been hurting for cash, thanks to venture capital backers who could clean up themselves in the company's stock offering.",Positive,Negative
2901,SAN FRANCISCO -- The most anticipated Silicon Valley initial public offering since Facebook is in the pipeline: San Francisco-based Twitter announced Thursday that it has privately filed for its first public sale of shares.,Positive,Negative
2902,"The microblogging startup turned media behemoth filed notice Thursday with a confidential S-1 notice, an indication it has less than $1 billion in annual sales, and social media users shared their opinions accordingly.",Positive,Negative
2903,"Today: Three Silicon Valley companies are preparing to go public next week, ahead of a massively anticipated offering from Twitter. Also: Intel ( INTC) rises, Apple ( AAPL) and social stocks decline.",Positive,Negative
2904,"SAN FRANCISCO -- Twitter's IPO filing Thursday prompted two reactions: ""Wow"" and ""Why now?"" While the San Francisco micro-blogging site has been widely believed to be on the path to an initial public offering that would boost the Bay Area's ...",Positive,Negative
2905,"sjohnson@mercurynews.com SAN FRANCISCO -- Numerous questions and some deep concerns lingered Friday, one day after Twitter's announced plans for its Wall Street debut in what has become one of Silicon Valleys most-anticipated initial public ...",Positive,Negative
2907,"Today: Alibaba's talks with Hong Kong exchange break down, moving Yahoo ( YHOO) investment's initial public offering to United States. Also: New Wall Street records for Facebook, Tesla.",Positive,Negative
2908,"SAN FRANCISCO -- Are 140 characters worth $1 billion? That's how much loot microblogging service Twitter plans to raise in its initial public offering, which could happen within the month. But some experts were taken aback by the first-ever ...",Positive,Negative
2909,"Today: Twitter publicly files bare-bones prospectus in terms of share price and valuation, but discloses a raft of important data. Also: Wall Street tumbles as government shutdown drags on.",Positive,Negative
2910,"SAN FRANCISCO -- 140 characters could be worth $1 billion. Microblogging service Twitter publicly filed its paperwork for an initial public offering Thursday afternoon, announcing its intention to seek a $1 billion IPO, though that figure ...",Positive,Negative
2911,"The amount of money a company makes seems to matter little to investors in an initial public offering, who regularly bet on companies burning through cash with the hope that revenue growth will continue until profits are easier to generate. ...",Positive,Negative
2912,"A social network's main ""product"" is its users, in that the audience for advertisers and the data that can be mined are the revenue generators, so investors want to see strong growth rates that can possibly continue. In Twitter's case, the ...",Positive,Negative
2913,"Twitter has placed a great deal of emphasis on generating revenue since its chief operating officer, Dick Costolo, took over as CEO in 2010. That focus seems to have paid off.",Positive,Negative
2914,"The day after Twitter filed long-awaited plans for its initial public offering of stock, advertisers and industry experts Friday were zeroing in on details revealed for the first time about the microblogging service's sprawling user base.",Positive,Negative
2915,"SAN FRANCISCO -- Jack Dorsey may shy from being called the Steve Jobs of his generation, but there's no question he's on one hell of a hot streak.",Positive,Negative
2916,NEW YORK (AP) -- The New York Stock Exchange isn't taking any chances with Twitter's initial public offering. The Big Board said Friday it would allow trading firms to conduct a dry run of their systems to prepare for Twitter's IPO. The ...,Positive,Negative
2917,"The upcoming initial public offering for Twitter prompts me to wonder if this is something that would be a good investment bet. I don't ""tweet"" myself because I'm too verbose for a message limited to just 140 characters, but at last count ...",Positive,Negative
2921,"Today: Twitter increases its price range, will reportedly dole all its shares out a day ahead of schedule. Also: Tesla, SolarCity and SunPower ( SPWRA) shares skyrocket.",Positive,Negative
