|Headline|Source|Date|Word Count|Company|Industry|IPO Period|Day of Week|Source Tier|PositiveScore|NegativeScore|Ticker|Close|High|Low|Open|Volume|Offer Date|Issuer|Offer Price|Open Price|1st Day Close|1st Day % Px Chng|$ Change Opening|$ Change Close|Mngr1|Mngr2|Mngr3|Mngr4|Mngr5|Mngr6|Offer Date +90|Date_y|Close +90|% Px Chng +90|Label
1904|Would the Facebook IPO have bombed if Mark Zuckerberg had an MBA? How would the Facebook IPO have gone down if Mark Zuckerberg had an MBA?|The Washington Post|2012-05-29|747|Facebook|Technology|2|3|1|0.0|0.0|FB|28.84|31.69|28.65|31.48|78060799.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1905|Facebook's IPO letdown causes others to rethink plans; Kayak.com and California have cast a wary eye at the stock's performance.|The Washington Post|2012-06-01|394|Facebook|Technology|2|6|1|0.0|0.0|FB|27.72|29.15|27.39|28.93|41855500.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1906|Facebook stock performance, IPO said to be under investigation by SEC; Two weeks after Facebook's initial public offering, the hand-wringing...|The Washington Post|2012-06-02|866|Facebook|Technology|2|7|1|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1907|Were Facebook's unlucky investors naive, misinformedâ€”or misled? Federal regulators are trying to figure out what happened during the company's messy IPO.|The Washington Post|2012-06-03|348|Facebook|Technology|2|1|1|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1908|Report: Nasdaq to compensate investors for botched Facebook IPO; Nasdaq officials will move Wednesday to compensate investors for the problems that marred the social network's stock market debut.|The Washington Post|2012-06-05|166|Facebook|Technology|2|3|1|0.0|0.0|FB|25.869|27.76|25.75|26.7|42473262.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1909|Nasdaq proposes $40 million payout to firms hit in Facebook IPO; Nasdaq will pay $13.7 million in cash, rest in discounts to affected firms.|The Washington Post|2012-06-06|395|Facebook|Technology|2|4|1|0.0|0.0|FB|26.81|27.17|25.52|26.07|61487019.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1910|Facebook moves to consolidate cases; Facebook has moved to consolidate over 40 cases filed over its IPO.|The Washington Post|2012-06-17|453|Facebook|Technology|2|1|1|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1911|Facebook's stock hits new low as IPO lock-up period ends|The Washington Post|2012-08-17|471|Facebook|Technology|2|6|1|0.0|0.0|FB|19.05|20.08|19.0|20.0|129293342.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1912|Facebook IPO: A chance to be transformative; Zuckerberg has chance to practice capitalism with a conscience|The Washington Times|2012-04-06|867|Facebook|Technology|1|6|2|0.0625|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1913|The Facebook fiasco; Market weaknesses raised by failed IPO|The Washington Times|2012-05-23|539|Facebook|Technology|2|4|2|0.0|0.0|FB|32.0|32.5|31.36|31.38|73488656.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1914|Market buzz: Will Facebook deliver an IPO surprise?|The Westerly Sun|2012-02-01|702|Facebook|Technology|1|4|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1915|Facebook CEO turns 28, IPO could be his $100B gift|The Westerly Sun|2012-05-14|856|Facebook|Technology|1|2|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1916|Zuckerberg's contradictions examined on eve of Facebook IPO|The Westerly Sun|2012-05-16|862|Facebook|Technology|1|4|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1917|Regulators probe bank's role in Facebook IPO|The Westerly Sun|2012-05-23|629|Facebook|Technology|2|4|4|0.0|0.0|FB|32.0|32.5|31.36|31.38|73488656.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1918|Facebook IPO a global giant|Times Record News|2012-05-18|853|Facebook|Technology|2|6|4|0.0|0.0|FB|38.2318|45.0|38.0|42.0|580587742.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1919|Q: So why is Facebook going public?; A:; Q: What happens in an IPO?; A:; Q: Who previously owned shares of Facebook?; A:; Q: Who bought the; shares?; A:; that they'll buy all of the shares at the IPO price.|Times Record News|2012-05-19|594|Facebook|Technology|2|7|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1920|FACEBOOK FILES FOR IPO WORTH $5 BILLION|TR Daily|2012-02-01|100|Facebook|Technology|1|4|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1921|FACEBOOK IPO CITED AS REASON FOR PRIVACY DEBATE|TR Daily|2012-02-02|125|Facebook|Technology|1|5|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1922|FACEBOOK IPO COULD RAISE $6.3 BILLION FOR FIRM|TR Daily|2012-05-03|95|Facebook|Technology|1|5|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1923|FACEBOOK BOOSTS IPO PRICE RANGE|TR Daily|2012-05-15|110|Facebook|Technology|1|3|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1924|FACEBOOK PRICES IPO|TR Daily|2012-05-17|45|Facebook|Technology|1|5|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1925|Facebook registers for $5 billion IPO|Triangle Business Journal Online|2012-02-01|265|Facebook|Technology|1|4|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1926|What do Google, Amazon IPOs have in common with Facebook IPO?|Triangle Business Journal Online|2012-02-01|505|Facebook|Technology|1|4|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1927|Who gets the initial billions from Facebook IPO|Triangle Business Journal Online|2012-05-18|159|Facebook|Technology|2|6|4|0.0|0.0|FB|38.2318|45.0|38.0|42.0|580587742.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1928|Facebook IPO filing helps tech stocks|Tulsa World|2012-02-03|684|Facebook|Technology|1|6|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1929|Facebook to set IPO price range of $28 to $35|Tulsa World|2012-05-04|352|Facebook|Technology|1|6|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1930|Facebook IPO inaccessible to most|Tulsa World|2012-05-15|687|Facebook|Technology|1|3|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1931|Facebook increases range for IPO price|Tulsa World|2012-05-16|288|Facebook|Technology|1|4|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1932|Facebook IPO prompts more insiders to sell|Tulsa World|2012-05-17|498|Facebook|Technology|1|5|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1933|Facebook IPO among largest|Tulsa World|2012-05-18|709|Facebook|Technology|2|6|4|0.0|0.0|FB|38.2318|45.0|38.0|42.0|580587742.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1934|Facebook IPO is not liked that much|Tulsa World|2012-05-19|605|Facebook|Technology|2|7|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1935|Anger mounts over Facebook IPO|Tulsa World|2012-05-24|507|Facebook|Technology|2|5|4|0.0|0.0|FB|33.03|33.21|31.77|32.98|50275879.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1936|Facebook lesson: IPO means 'it's probably overpriced'|Tulsa World|2012-05-30|757|Facebook|Technology|2|4|4|0.0|0.0|FB|28.19|29.55|27.86|28.7|57267867.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1937|Facebook stock 24 percent below mid-May IPO price|Tulsa World|2012-07-21|101|Facebook|Technology|2|7|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1938|Expected Facebook IPO draws the question: Why?|USA Today|2012-02-01|943|Facebook|Technology|1|4|1|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1939|Facebook files for massive IPO ; Founder Zuckerberg could be worth $24 billion|USA Today|2012-02-02|1939|Facebook|Technology|1|5|1|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1940|Prospective investors might be disappointed ; Not everyone will have access to Facebook stock at its opening IPO price|USA Today|2012-02-02|650|Facebook|Technology|1|5|1|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1941|Facebook outlines IPO's perils ; Says it's weak in mobile ads, vulnerable to hackers|USA Today|2012-02-03|485|Facebook|Technology|1|6|1|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1942|Facebook sets IPO share price at $28-$35 ; Ticker symbol will be FB; offering could raise $10.6B|USA Today|2012-05-04|413|Facebook|Technology|1|6|1|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1943|How do I buy Facebook stock? ; Getting many shares, or even any, during the IPO will be tough|USA Today|2012-05-09|461|Facebook|Technology|1|4|1|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1944|IPO market shows signs of life ; Facebook's big move part of a trend good for economic growth|USA Today|2012-05-10|1515|Facebook|Technology|1|5|1|0.05555555555555555|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1945|Facebook IPO pumps wealth into Silicon Valley ; Sale will create a thousand more millionaires, some billionaires|USA Today|2012-05-17|1599|Facebook|Technology|1|5|1|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1946|Debut has investors at edge of their seats ; Today's $16 billion Facebook IPO doesn't come without risks|USA Today|2012-05-18|1630|Facebook|Technology|2|6|1|0.0|0.0|FB|38.2318|45.0|38.0|42.0|580587742.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1947|Miss out on the big IPO? Don't cry ; Experts say now's not the time to buy Facebook|USA Today|2012-05-21|462|Facebook|Technology|2|2|1|0.0|0.05555555555555555|FB|34.03|36.66|33.0|36.66|168309831.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1948|Scrutiny of Facebook IPO builds ; Shares drop nearly 9% more in their third trading day|USA Today|2012-05-23|422|Facebook|Technology|2|4|1|0.0|0.0|FB|32.0|32.5|31.36|31.38|73488656.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1949|Facebook: A lesson in IPO investing ; Many ignored a key tenet: They're risky and can decline|USA Today|2012-05-25|436|Facebook|Technology|2|6|1|0.0|0.0|FB|31.91|32.95|31.11|32.91|37189630.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1950|Facebook IPO hype turns into big fight|USA Today|2012-05-25|602|Facebook|Technology|2|6|1|0.0|0.0|FB|31.91|32.95|31.11|32.91|37189630.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1951|Facebook's IPO flop holds lessons for small investors|USA Today|2012-05-31|514|Facebook|Technology|2|5|1|0.0|0.0|FB|29.6|29.67|26.83|28.54|111639200.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1952|Brokerages to get $40M for Facebook IPO glitches ; Individuals aren't part of make-good deal|USA Today|2012-06-07|409|Facebook|Technology|2|5|1|0.0|0.0|FB|26.31|27.35|26.15|27.0|26167757.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1953|IPO market still suffers from Facebook's unlikable showing ; 'Drag effect' and economic hurdles hit stock offerings|USA Today|2012-07-05|473|Facebook|Technology|2|5|1|0.0|0.0|FB|31.47|31.625|31.02|31.32|10036688.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1954|4 reasons investors don't like Facebook ; Shares off 45% since widely hyped IPO|USA Today|2012-08-02|421|Facebook|Technology|2|5|1|0.0|0.0|FB|20.04|20.84|19.82|20.82|56374436.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1955|S.D. FIRM PRICES IPO ABOVE RANGE; Analysts to watch ServiceNow shares; it's among first major tech offerings since Facebook debacle|U-T San Diego|2012-06-29|531|Facebook|Technology|2|6|4|0.0|0.0|FB|31.095|31.99|30.76|31.92|19526823.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1956|Facebook IPO will not affect users|U-Wire|2012-02-10|779|Facebook|Technology|1|6|3|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1957|From Harvard beginnings, Facebook reaches huge IPO|U-Wire|2012-05-18|210|Facebook|Technology|2|6|3|0.0|0.0|FB|38.2318|45.0|38.0|42.0|580587742.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1958|FACEBOOK IPO LIVE: The social network goes public|Ventura County Star|2012-05-18|1617|Facebook|Technology|2|6|4|0.0|0.0|FB|38.2318|45.0|38.0|42.0|580587742.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1959|N E WSM A KE R; Facebook shares tumble after IPO|Ventura County Star|2012-05-27|90|Facebook|Technology|2|1|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1960|Facebook Set for History-Making IPO|Voice of America Press Releases and Documents|2012-05-18|473|Facebook|Technology|2|6|4|0.0|0.0|FB|38.2318|45.0|38.0|42.0|580587742.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1961|Regulators to Look Into Facebook IPO as Share Price Drops|Voice of America Press Releases and Documents|2012-05-22|191|Facebook|Technology|2|3|4|0.0|0.0|FB|31.0|33.59|30.94|32.59|102053826.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1962|US Regulators Looking at Leadup to Facebook IPO|Voice of America Press Releases and Documents|2012-05-23|521|Facebook|Technology|2|4|4|0.0|0.0|FB|32.0|32.5|31.36|31.38|73488656.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1963|Facebook hires Morgan Stanley to lead $5 billion IPO|Washington Business Journal Online|2012-02-01|127|Facebook|Technology|1|4|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1964|Facebook seeking $5 billion IPO|Washington Business Journal Online|2012-02-02|104|Facebook|Technology|1|5|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1965|First Facebook IPO loser becomes clear|Washington Business Journal Online|2012-02-03|142|Facebook|Technology|1|6|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1966|Facebook targets May 17 for IPO|Washington Business Journal Online|2012-04-20|111|Facebook|Technology|1|6|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1967|Nasdaq 'embarrassed' over Facebook IPO|Washington Business Journal Online|2012-05-21|67|Facebook|Technology|2|2|4|0.0|0.0|FB|34.03|36.66|33.0|36.66|168309831.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1968|Facebook effect freezes IPO market Facebook effect freezes IPO market|Washington Business Journal Online|2012-06-01|96|Facebook|Technology|2|6|4|0.0|0.0|FB|27.72|29.15|27.39|28.93|41855500.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1969|Facebook IPO could come today|Wichita Business Journal Online|2012-02-01|84|Facebook|Technology|1|4|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1970|Facebook IPO could create some unlikely millionaires|Wichita Business Journal Online|2012-02-02|119|Facebook|Technology|1|5|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1971|Doubts ahead of Facebook IPO|Wichita Business Journal Online|2012-05-02|98|Facebook|Technology|1|4|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1972|Facebook IPO filing could come this week|York Daily Record|2012-02-01|1038|Facebook|Technology|1|4|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1973|Silicon Valley waits for Facebook to update IPO status|York Daily Record|2012-02-01|324|Facebook|Technology|1|4|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1974|Area business professor, investment manager respond to Facebook IPO|York Daily Record|2012-05-18|247|Facebook|Technology|2|6|4|0.0|0.0|FB|38.2318|45.0|38.0|42.0|580587742.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1975|Facebook, Morgan Stanley sued over IPO|York Daily Record|2012-05-23|66|Facebook|Technology|2|4|4|0.0|0.0|FB|32.0|32.5|31.36|31.38|73488656.0|2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
1976|Area business professor, investment manager respond to Facebook IPO|York Daily Record|2012-05-19|280|Facebook|Technology|2|7|4|0.0|0.0|FB||||||2012-05-18|Facebook |38|42.0|38.23|0.006052631578947286|4.0|0.2299999999999969|Morgan Stanley|J.P. Morgan|Goldman Sachs||||2012-08-16|2012-08-16|19.87|-0.4802511116923881|Negative
